chrom,start,end,cluster_5mb,region_id,interpretation_rank,selected_by_ml,selected_by_dl,ml_rank,dl_rank,age_pearson_r,age_pearson_p,age_direction,dataset_support_count,tissue_support_count,n_datasets_evaluated,n_tissues_evaluated,missing_fraction,dataset_mean_shift,tissue_mean_shift,fold_stability_proxy,permutation_importance_proxy,ml_rank_importance_proxy,dl_gradient_importance_proxy,dl_occlusion_importance_proxy,confounding_label,interpretation_note
chr2,163200000,163204999,chr2:160000000-164999999,chr2:163200000-163204999,1,True,True,1.0,501,0.310951,9.768182897009248e-29,hypermethylating_with_age,5,10,6,13,0.0,0.047054,0.07751,0.867521,0.31095091,1.0,0.00062066,6.574e-05,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr7,96210000,96214999,chr7:95000000-99999999,chr7:96210000-96214999,88,False,True,,44,0.278328,4.000086360123062e-23,hypermethylating_with_age,5,9,6,13,0.0,0.107843,0.191441,0.675214,0.27832848,0.0,0.00632565,0.00104141,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr12,102555000,102559999,chr12:100000000-104999999,chr12:102555000-102559999,89,True,True,45.0,545,0.334543,3.708910915931732e-33,hypermethylating_with_age,4,9,6,13,0.003281,0.03979,0.088685,0.786325,0.33344481,0.02222222,0.00061384,4.925e-05,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr5,81015000,81019999,chr5:80000000-84999999,chr5:81015000-81019999,90,False,True,,45,0.314703,7.85045270028829e-28,hypermethylating_with_age,4,11,6,13,0.057424,0.058385,0.077631,0.67094,0.2966318,0.0,0.00699341,0.00142944,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr13,22020000,22024999,chr13:20000000-24999999,chr13:22020000-22024999,91,True,True,46.0,546,0.212837,6.217493865712887e-14,hypermethylating_with_age,3,8,6,13,0.001641,0.027466,0.033265,0.705128,0.21248737,0.02173913,0.00038981,3.554e-05,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr19,37205000,37209999,chr19:35000000-39999999,chr19:37205000-37209999,92,False,True,,46,0.240485,1.7476866670818432e-17,hypermethylating_with_age,1,8,6,13,0.00082,0.019488,0.021371,0.42735,0.24028737,0.0,0.00522793,0.00025625,mixed_or_low_support,age-associated methylation signal; mechanism not inferred
chr15,59645000,59649999,chr15:55000000-59999999,chr15:59645000-59649999,93,False,True,,47,0.246122,2.8116877235940676e-18,hypermethylating_with_age,0,7,6,13,0.0,0.016634,0.016042,0.346154,0.24612223,0.0,0.00523664,0.00020445,mixed_or_low_support,age-associated methylation signal; mechanism not inferred
chr8,88520000,88524999,chr8:85000000-89999999,chr8:88520000-88524999,94,True,True,47.0,547,0.25948,3.428879291861195e-20,hypermethylating_with_age,4,10,6,13,0.00082,0.026282,0.044353,0.811966,0.25926705,0.0212766,0.00047437,4.09e-05,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr13,93190000,93194999,chr13:90000000-94999999,chr13:93190000-93194999,95,False,True,,48,0.25217,4.589560990068625e-19,hypermethylating_with_age,1,6,6,13,0.004102,0.020882,0.016083,0.376068,0.25113582,0.0,0.00525354,0.00028536,mixed_or_low_support,age-associated methylation signal; mechanism not inferred
chr7,82335000,82339999,chr7:80000000-84999999,chr7:82335000-82339999,96,True,True,48.0,548,0.3153,1.534215958017392e-29,hypermethylating_with_age,5,10,6,13,0.0,0.066598,0.125791,0.867521,0.31529988,0.02083333,0.00057536,8.556e-05,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr2,19450000,19454999,chr2:15000000-19999999,chr2:19450000-19454999,97,True,True,49.0,549,0.317238,7.022050408537282e-30,hypermethylating_with_age,6,9,6,13,0.00082,0.07152,0.145232,0.897436,0.31697791,0.02040816,0.00057785,6.947e-05,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr5,147275000,147279999,chr5:145000000-149999999,chr5:147275000-147279999,98,False,True,,49,0.240201,1.9691462348669618e-17,hypermethylating_with_age,5,11,6,13,0.001641,0.110868,0.238407,0.726496,0.23980671,0.0,0.00490206,0.00109458,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr11,9045000,9049999,chr11:5000000-9999999,chr11:9045000-9049999,99,True,True,50.0,550,0.319455,2.9909011581985237e-30,hypermethylating_with_age,4,10,6,13,0.002461,0.019972,0.020837,0.811966,0.31866913,0.02,0.00058083,2.503e-05,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr5,67100000,67104999,chr5:65000000-69999999,chr5:67100000-67104999,100,False,True,,50,0.27016,8.810564586677322e-22,hypermethylating_with_age,5,9,6,13,0.002461,0.104915,0.247133,0.675214,0.26949482,0.0,0.00540319,0.00113353,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr14,12345000,12349999,chr14:10000000-14999999,chr14:12345000-12349999,101,True,True,51.0,551,0.330284,2.3047583324999374e-32,hypermethylating_with_age,5,9,6,13,0.001641,0.055149,0.112051,0.84188,0.32974196,0.01960784,0.00059943,6.084e-05,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr2,74670000,74674999,chr2:70000000-74999999,chr2:74670000-74674999,102,False,True,,51,0.140838,8.278338034859401e-07,hypermethylating_with_age,5,8,6,13,0.003281,0.110495,0.220092,0.649573,0.1403755,0.0,0.00276152,0.00169658,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr11,43745000,43749999,chr11:40000000-44999999,chr11:43745000-43749999,103,False,True,,52,-0.199193,2.2513598446655907e-12,hypomethylating_with_age,2,10,6,13,0.0,0.097734,0.082096,0.534188,0.19919269,0.0,0.00383063,0.00122575,mixed_or_low_support,age-associated methylation signal; mechanism not inferred
chr1,4570000,4574999,chr1:0-4999999,chr1:4570000-4574999,104,True,True,52.0,552,0.349132,7.242311395357314e-36,hypermethylating_with_age,5,7,6,13,0.011485,0.027681,0.040716,0.790598,0.34512242,0.01923077,0.00063249,4.289e-05,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr5,37820000,37824999,chr5:35000000-39999999,chr5:37820000-37824999,105,False,True,,53,0.309923,1.6674375727860085e-28,hypermethylating_with_age,5,9,6,13,0.001641,0.02803,0.032568,0.675214,0.30941468,0.0,0.00584761,0.00037098,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr6,82400000,82404999,chr6:80000000-84999999,chr6:82400000-82404999,106,True,True,53.0,553,0.335916,1.5472499252151385e-33,hypermethylating_with_age,4,10,6,13,0.0,0.056545,0.092354,0.811966,0.33591588,0.01886792,0.00060744,5.792e-05,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr11,65265000,65269999,chr11:65000000-69999999,chr11:65265000-65269999,107,True,True,54.0,554,0.321558,1.7542312883996635e-30,hypermethylating_with_age,5,11,6,13,0.008203,0.080972,0.165619,0.893162,0.31892042,0.01851852,0.00058043,9.362e-05,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr17,34030000,34034999,chr17:30000000-34999999,chr17:34030000-34034999,108,False,True,,54,-0.188146,3.557519662132841e-11,hypomethylating_with_age,0,5,6,13,0.0,0.106181,0.137935,0.294872,0.1881455,0.0,0.00348418,0.00083729,mixed_or_low_support,age-associated methylation signal; mechanism not inferred
chr2,14605000,14609999,chr2:10000000-14999999,chr2:14605000-14609999,109,False,True,,55,0.258789,5.358838688695532e-20,hypermethylating_with_age,5,9,6,13,0.005742,0.069746,0.164985,0.675214,0.25730249,0.0,0.00470525,0.00069822,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr5,67220000,67224999,chr5:65000000-69999999,chr5:67220000-67224999,110,True,True,55.0,555,0.317993,5.0651837488582455e-30,hypermethylating_with_age,6,10,6,13,0.00082,0.069786,0.098242,0.923077,0.31773232,0.01818182,0.00057296,8.279e-05,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr15,80285000,80289999,chr15:80000000-84999999,chr15:80285000-80289999,111,False,True,,56,0.304508,1.5054917621880047e-27,hypermethylating_with_age,5,8,6,13,0.00082,0.054227,0.101947,0.649573,0.30425779,0.0,0.00543764,0.00062586,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr9,83545000,83549999,chr9:80000000-84999999,chr9:83545000-83549999,112,True,True,56.0,556,0.30998,3.320717893784814e-28,hypermethylating_with_age,4,10,6,13,0.013126,0.101122,0.127398,0.811966,0.30591163,0.01785714,0.00055752,0.00014321,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr15,11905000,11909999,chr15:10000000-14999999,chr15:11905000-11909999,113,True,True,57.0,557,0.309883,1.6954463998190966e-28,hypermethylating_with_age,5,10,6,13,0.001641,0.050029,0.080119,0.867521,0.30937506,0.01754386,0.00055634,5.377e-05,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr9,37425000,37429999,chr9:35000000-39999999,chr9:37425000-37429999,114,False,True,,57,0.161647,1.4222801738031658e-08,hypermethylating_with_age,5,7,6,13,0.001641,0.119381,0.247294,0.623932,0.16138197,0.0,0.00283592,0.00147175,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr10,122445000,122449999,chr10:120000000-124999999,chr10:122445000-122449999,115,False,True,,58,0.298397,1.7219413920893803e-26,hypermethylating_with_age,2,9,6,13,0.0,0.086755,0.150997,0.508547,0.29839658,0.0,0.00514477,0.00071231,mixed_or_low_support,age-associated methylation signal; mechanism not inferred
chr9,89620000,89624999,chr9:85000000-89999999,chr9:89620000-89624999,116,True,True,58.0,558,0.319346,2.9716038539564795e-30,hypermethylating_with_age,4,9,6,13,0.001641,0.055586,0.08839,0.786325,0.31882165,0.01724138,0.0005723,5.957e-05,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr18,53460000,53464999,chr18:50000000-54999999,chr18:53460000-53464999,117,True,True,59.0,559,0.324081,3.322309957065813e-31,hypermethylating_with_age,6,10,6,13,0.0,0.059782,0.09931,0.923077,0.32408116,0.01694915,0.00057975,5.869e-05,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr1,91410000,91414999,chr1:90000000-94999999,chr1:91410000-91414999,118,False,True,,59,0.287875,1.2347770951972322e-24,hypermethylating_with_age,2,8,6,13,0.002461,0.045653,0.043301,0.482906,0.28716688,0.0,0.00487924,0.00034324,mixed_or_low_support,age-associated methylation signal; mechanism not inferred
chr16,72025000,72029999,chr16:70000000-74999999,chr16:72025000-72029999,119,True,True,60.0,560,0.319431,1.3462228544318646e-28,hypermethylating_with_age,5,8,6,13,0.059885,0.117367,0.273126,0.816239,0.30030143,0.01666667,0.00057041,0.00013201,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr2,121805000,121809999,chr2:120000000-124999999,chr2:121805000-121809999,120,False,True,,60,0.28384,6.002414564131656e-24,hypermethylating_with_age,4,11,6,13,0.003281,0.034593,0.035447,0.67094,0.28290859,0.0,0.00473067,0.00045139,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr15,89355000,89359999,chr15:85000000-89999999,chr15:89355000-89359999,121,False,True,,61,0.222208,4.664269366970027e-15,hypermethylating_with_age,2,9,6,13,0.003281,0.016463,0.016217,0.508547,0.22147854,0.0,0.00364275,0.00018441,mixed_or_low_support,age-associated methylation signal; mechanism not inferred
chr16,94995000,94999999,chr16:90000000-94999999,chr16:94995000-94999999,122,True,True,61.0,561,0.341941,1.17814992589383e-34,hypermethylating_with_age,5,8,6,13,0.003281,0.07742,0.150214,0.816239,0.34081921,0.01639344,0.00060952,8.044e-05,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr10,90825000,90829999,chr10:90000000-94999999,chr10:90825000-90829999,123,True,True,62.0,562,0.324192,3.1634664197356477e-31,hypermethylating_with_age,5,11,6,13,0.0,0.055285,0.096776,0.893162,0.32419154,0.01612903,0.00057685,8.352e-05,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr19,58455000,58459999,chr19:55000000-59999999,chr19:58455000-58459999,124,False,True,,62,0.213104,6.055525097792872e-14,hypermethylating_with_age,4,9,6,13,0.003281,0.038173,0.058149,0.619658,0.21240461,0.0,0.00343716,0.00049548,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr4,117120000,117124999,chr4:115000000-119999999,chr4:117120000-117124999,125,True,True,63.0,563,-0.265275,4.780078185403266e-21,hypomethylating_with_age,0,8,6,13,0.001641,0.091947,0.105737,0.538462,0.26483982,0.01587302,0.00047118,7.188e-05,mixed_or_low_support,age-associated methylation signal; mechanism not inferred
chr7,44970000,44974999,chr7:40000000-44999999,chr7:44970000-44974999,126,False,True,,63,-0.172928,1.2608737879109487e-09,hypomethylating_with_age,0,5,6,13,0.001641,0.123193,0.12885,0.294872,0.17264477,0.0,0.0027449,0.00086973,mixed_or_low_support,age-associated methylation signal; mechanism not inferred
chr2,178410000,178414999,chr2:175000000-179999999,chr2:178410000-178414999,127,True,True,64.0,564,0.362961,3.612394961710293e-39,hypermethylating_with_age,5,8,6,13,0.002461,0.023075,0.027544,0.816239,0.36206765,0.015625,0.00064355,4.198e-05,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr4,117910000,117914999,chr4:115000000-119999999,chr4:117910000-117914999,128,False,True,,64,-0.140679,8.344357754708997e-07,hypomethylating_with_age,2,7,6,13,0.001641,0.052233,0.035847,0.457265,0.14044809,0.0,0.00219811,0.00035129,mixed_or_low_support,age-associated methylation signal; mechanism not inferred
chr13,56220000,56224999,chr13:55000000-59999999,chr13:56220000-56224999,129,False,True,,65,0.236204,6.626405494282048e-17,hypermethylating_with_age,4,8,6,13,0.00082,0.044264,0.097786,0.594017,0.23601049,0.0,0.00363391,0.00054162,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr2,116075000,116079999,chr2:115000000-119999999,chr2:116075000-116079999,130,True,True,65.0,565,0.292606,1.8815486125503796e-25,hypermethylating_with_age,3,8,6,13,0.001641,0.027118,0.040388,0.705128,0.292126,0.01538462,0.00051789,3.112e-05,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr16,84770000,84774999,chr16:80000000-84999999,chr16:84770000-84774999,131,False,True,,66,0.26223,1.3799867082406014e-20,hypermethylating_with_age,4,8,6,13,0.001641,0.031529,0.053055,0.594017,0.26179936,0.0,0.00397318,0.00029478,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr7,70350000,70354999,chr7:70000000-74999999,chr7:70350000-70354999,132,True,True,66.0,566,0.327859,1.4495566321581153e-31,hypermethylating_with_age,5,10,6,13,0.012305,0.049521,0.072469,0.867521,0.32382491,0.01515152,0.00057926,8.519e-05,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr5,36485000,36489999,chr5:35000000-39999999,chr5:36485000-36489999,133,True,True,67.0,567,-0.238495,3.456899972111819e-17,hypomethylating_with_age,2,8,6,13,0.002461,0.072665,0.053442,0.649573,0.23790822,0.01492537,0.00042063,4.655e-05,mixed_or_low_support,age-associated methylation signal; mechanism not inferred
chr8,121650000,121654999,chr8:120000000-124999999,chr8:121650000-121654999,134,False,True,,67,0.335716,2.0337983190766657e-33,hypermethylating_with_age,4,9,6,13,0.002461,0.061501,0.116023,0.619658,0.3348894,0.0,0.00501068,0.0006733,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr12,86420000,86424999,chr12:85000000-89999999,chr12:86420000-86424999,135,True,True,68.0,568,0.322791,6.216168004302292e-31,hypermethylating_with_age,5,8,6,13,0.00082,0.065122,0.088076,0.816239,0.32252625,0.01470588,0.00056829,5.596e-05,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr7,35750000,35754999,chr7:35000000-39999999,chr7:35750000-35754999,136,False,True,,68,-0.168967,3.1454220474272676e-09,hypomethylating_with_age,0,4,6,13,0.004102,0.085203,0.097215,0.269231,0.16827431,0.0,0.00248481,0.00049623,mixed_or_low_support,age-associated methylation signal; mechanism not inferred
chr12,11150000,11154999,chr12:10000000-14999999,chr12:11150000-11154999,137,False,True,,69,0.29761,2.592829922202794e-26,hypermethylating_with_age,5,11,6,13,0.001641,0.084532,0.148661,0.726496,0.29712151,0.0,0.00431319,0.00065269,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr9,108505000,108509999,chr9:105000000-109999999,chr9:108505000-108509999,138,True,True,69.0,569,-0.254603,1.848145609814861e-19,hypomethylating_with_age,0,7,6,13,0.001641,0.109728,0.081578,0.512821,0.25418556,0.01449275,0.00044746,7.351e-05,mixed_or_low_support,age-associated methylation signal; mechanism not inferred
chr11,8620000,8624999,chr11:5000000-9999999,chr11:8620000-8624999,139,True,True,70.0,570,0.350426,2.7914198914003482e-36,hypermethylating_with_age,4,6,6,13,0.007383,0.042584,0.041819,0.709402,0.34783839,0.01428571,0.00061478,4.866e-05,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr4,52435000,52439999,chr4:50000000-54999999,chr4:52435000-52439999,140,False,True,,70,0.249268,1.0444380265972516e-18,hypermethylating_with_age,3,9,6,13,0.00082,0.023519,0.019301,0.564103,0.24906394,0.0,0.00356098,0.00018305,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr15,99220000,99224999,chr15:95000000-99999999,chr15:99220000-99224999,141,False,True,,71,0.263289,8.889896509681792e-21,hypermethylating_with_age,3,9,6,13,0.0,0.054431,0.050731,0.564103,0.26328859,0.0,0.00370829,0.00043455,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr7,24610000,24614999,chr7:20000000-24999999,chr7:24610000-24614999,142,True,True,71.0,571,0.215025,3.232601209730756e-14,hypermethylating_with_age,3,9,6,13,0.0,0.107014,0.149583,0.730769,0.21502479,0.01408451,0.00037658,9.922e-05,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr10,70520000,70524999,chr10:70000000-74999999,chr10:70520000-70524999,143,True,True,72.0,572,0.209117,1.7156622915931334e-13,hypermethylating_with_age,4,6,6,13,0.001641,0.063711,0.120748,0.709402,0.20877352,0.01388889,0.00036559,0.00010344,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr14,116925000,116929999,chr14:115000000-119999999,chr14:116925000-116929999,144,False,True,,72,0.326883,1.0078755918169686e-31,hypermethylating_with_age,6,11,6,13,0.00082,0.094515,0.19287,0.782051,0.3266146,0.0,0.00454004,0.00079436,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr13,55095000,55099999,chr13:55000000-59999999,chr13:55095000-55099999,145,True,True,73.0,573,-0.280294,2.0057757411349963e-23,hypomethylating_with_age,6,8,6,13,0.00082,0.081841,0.107993,0.871795,0.28006419,0.01369863,0.00048917,6.705e-05,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr5,138190000,138194999,chr5:135000000-139999999,chr5:138190000-138194999,146,False,True,,73,0.288179,1.05147690036551e-24,hypermethylating_with_age,2,9,6,13,0.001641,0.10448,0.107001,0.508547,0.28770652,0.0,0.00394766,0.00064211,mixed_or_low_support,age-associated methylation signal; mechanism not inferred
chr10,108160000,108164999,chr10:105000000-109999999,chr10:108160000-108164999,147,False,True,,74,0.247514,1.7918164138825233e-18,hypermethylating_with_age,1,7,6,13,0.0,0.018943,0.016225,0.401709,0.24751364,0.0,0.00334478,0.00014891,mixed_or_low_support,age-associated methylation signal; mechanism not inferred
chr15,76875000,76879999,chr15:75000000-79999999,chr15:76875000-76879999,148,True,True,74.0,574,-0.234797,1.0212415081352136e-16,hypomethylating_with_age,1,6,6,13,0.00082,0.0707,0.055628,0.542735,0.23460415,0.01351351,0.00040905,6.244e-05,mixed_or_low_support,age-associated methylation signal; mechanism not inferred
chr11,69410000,69414999,chr11:65000000-69999999,chr11:69410000-69414999,149,False,True,,75,0.258322,5.2704041049524884e-20,hypermethylating_with_age,1,6,6,13,0.001641,0.020093,0.01894,0.376068,0.25789863,0.0,0.0034443,0.00016111,mixed_or_low_support,age-associated methylation signal; mechanism not inferred
chr5,112395000,112399999,chr5:110000000-114999999,chr5:112395000-112399999,150,True,True,75.0,575,0.306389,1.7801203758317143e-27,hypermethylating_with_age,4,8,6,13,0.016407,0.031787,0.057071,0.760684,0.30136189,0.01333333,0.00053285,3.519e-05,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr11,101170000,101174999,chr11:100000000-104999999,chr11:101170000-101174999,151,True,True,76.0,576,0.248454,1.3192449912157045e-18,hypermethylating_with_age,3,8,6,13,0.0,0.040354,0.074686,0.705128,0.24845424,0.01315789,0.00043134,3.719e-05,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr1,105355000,105359999,chr1:105000000-109999999,chr1:105355000-105359999,152,False,True,,76,0.276976,6.593914366876246e-23,hypermethylating_with_age,2,7,6,13,0.0,0.018887,0.02479,0.457265,0.27697633,0.0,0.00364443,0.00019124,mixed_or_low_support,age-associated methylation signal; mechanism not inferred
chr11,117115000,117119999,chr11:115000000-119999999,chr11:117115000-117119999,153,False,True,,77,0.26339,8.899652341440541e-21,hypermethylating_with_age,1,8,6,13,0.00082,0.023106,0.019254,0.42735,0.2631738,0.0,0.00342065,0.00016376,mixed_or_low_support,age-associated methylation signal; mechanism not inferred
chr4,80910000,80914999,chr4:80000000-84999999,chr4:80910000-80914999,154,True,True,77.0,577,0.33398,4.802651486254625e-33,hypermethylating_with_age,3,10,6,13,0.003281,0.058539,0.09875,0.75641,0.33288413,0.01298701,0.00057882,7.874e-05,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr11,67920000,67924999,chr11:65000000-69999999,chr11:67920000-67924999,155,False,True,,78,0.305362,1.0077207141197847e-27,hypermethylating_with_age,2,9,6,13,0.0,0.049333,0.039273,0.508547,0.30536208,0.0,0.0039149,0.00028083,mixed_or_low_support,age-associated methylation signal; mechanism not inferred
chr17,90455000,90459999,chr17:90000000-94999999,chr17:90455000-90459999,156,True,True,78.0,578,0.321935,9.06390378167397e-31,hypermethylating_with_age,6,12,6,13,0.00082,0.105974,0.257979,0.974359,0.32167079,0.01282051,0.00055698,0.00010018,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr2,127830000,127834999,chr2:125000000-129999999,chr2:127830000-127834999,157,False,True,,79,0.267897,1.970537741645904e-21,hypermethylating_with_age,2,6,6,13,0.002461,0.018092,0.015598,0.431624,0.26723754,0.0,0.0033911,0.0001596,mixed_or_low_support,age-associated methylation signal; mechanism not inferred
chr5,96370000,96374999,chr5:95000000-99999999,chr5:96370000-96374999,158,True,True,79.0,579,0.327102,8.627475130728553e-32,hypermethylating_with_age,3,9,6,13,0.0,0.021394,0.029749,0.730769,0.32710248,0.01265823,0.00056494,2.641e-05,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr12,105335000,105339999,chr12:105000000-109999999,chr12:105335000-105339999,159,True,True,80.0,580,0.347955,5.135655511053673e-36,hypermethylating_with_age,5,9,6,13,0.0,0.078581,0.166574,0.84188,0.3479546,0.0125,0.00059992,8.952e-05,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr14,122405000,122409999,chr14:120000000-124999999,chr14:122405000-122409999,160,False,True,,80,0.232529,2.037802928341148e-16,hypermethylating_with_age,6,9,6,13,0.00082,0.031091,0.170442,0.730769,0.23233871,0.0,0.00290662,0.00038917,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr19,25670000,25674999,chr19:25000000-29999999,chr19:25670000-25674999,161,False,True,,81,0.280004,2.144592945622923e-23,hypermethylating_with_age,5,8,6,13,0.0,0.042907,0.090085,0.649573,0.28000433,0.0,0.00345684,0.0003371,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr3,82900000,82904999,chr3:80000000-84999999,chr3:82900000-82904999,162,True,True,81.0,581,0.375963,3.7688482014418406e-42,hypermethylating_with_age,6,10,6,13,0.001641,0.076196,0.08287,0.923077,0.37534596,0.01234568,0.0006471,6.77e-05,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr14,46880000,46884999,chr14:45000000-49999999,chr14:46880000-46884999,163,False,True,,82,0.258895,4.042957635789288e-20,hypermethylating_with_age,3,7,6,13,0.0,0.029954,0.026633,0.512821,0.25889498,0.0,0.00315726,0.00021991,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr2,19440000,19444999,chr2:15000000-19999999,chr2:19440000-19444999,164,True,True,82.0,582,0.304229,2.75432106606633e-27,hypermethylating_with_age,5,11,6,13,0.009024,0.056983,0.112962,0.893162,0.3014841,0.01219512,0.00052273,7.966e-05,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr7,110765000,110769999,chr7:110000000-114999999,chr7:110765000-110769999,165,False,True,,83,-0.210703,1.0900337566180041e-13,hypomethylating_with_age,3,6,6,13,0.00082,0.095967,0.231429,0.487179,0.21052996,0.0,0.00253859,0.00072229,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr9,58485000,58489999,chr9:55000000-59999999,chr9:58485000-58489999,166,True,True,83.0,583,0.301092,6.377924585615025e-27,hypermethylating_with_age,4,9,6,13,0.001641,0.023294,0.021073,0.786325,0.3005977,0.01204819,0.00051645,2.577e-05,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr15,37230000,37234999,chr15:35000000-39999999,chr15:37230000-37234999,167,True,True,84.0,584,0.315474,1.4239429448491217e-29,hypermethylating_with_age,6,11,6,13,0.0,0.05035,0.174743,0.948718,0.31547361,0.01190476,0.00054019,8.37e-05,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr2,180920000,180924999,chr2:180000000-184999999,chr2:180920000-180924999,168,False,True,,84,0.233362,1.5383401956993504e-16,hypermethylating_with_age,1,8,6,13,0.0,0.017153,0.015099,0.42735,0.2333618,0.0,0.00277812,0.0001257,mixed_or_low_support,age-associated methylation signal; mechanism not inferred
chr3,93010000,93014999,chr3:90000000-94999999,chr3:93010000-93014999,169,True,True,85.0,585,0.36336,3.396807381107041e-39,hypermethylating_with_age,5,9,6,13,0.004102,0.041156,0.068499,0.84188,0.36186995,0.01176471,0.00062113,5.458e-05,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr9,87735000,87739999,chr9:85000000-89999999,chr9:87735000-87739999,170,False,True,,85,0.287967,1.0921623182306151e-24,hypermethylating_with_age,4,10,6,13,0.00082,0.067518,0.135837,0.645299,0.28773107,0.0,0.00338785,0.00046833,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr4,97775000,97779999,chr4:95000000-99999999,chr4:97775000-97779999,171,False,True,,86,0.280705,1.6506501102173603e-23,hypermethylating_with_age,4,8,6,13,0.0,0.034311,0.054804,0.594017,0.28070467,0.0,0.00326401,0.00034681,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr6,25690000,25694999,chr6:25000000-29999999,chr6:25690000-25694999,172,True,True,86.0,586,0.313674,3.240617278153708e-29,hypermethylating_with_age,6,10,6,13,0.00082,0.090454,0.202881,0.923077,0.31341694,0.01162791,0.00053528,8.572e-05,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr13,117600000,117604999,chr13:115000000-119999999,chr13:117600000-117604999,173,True,True,87.0,587,0.340656,1.9072202438387304e-34,hypermethylating_with_age,5,11,6,13,0.001641,0.068219,0.096999,0.893162,0.34009727,0.01149425,0.00058033,8.992e-05,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr6,125190000,125194999,chr6:125000000-129999999,chr6:125190000-125194999,174,False,True,,87,0.230953,3.190717594640646e-16,hypermethylating_with_age,0,8,6,13,0.0,0.017527,0.015393,0.371795,0.23095261,0.0,0.00265463,0.00011161,mixed_or_low_support,age-associated methylation signal; mechanism not inferred
chr15,76520000,76524999,chr15:75000000-79999999,chr15:76520000-76524999,175,True,True,88.0,588,0.315253,1.565451152747172e-29,hypermethylating_with_age,5,8,6,13,0.0,0.058681,0.108752,0.816239,0.31525292,0.01136364,0.00053614,5.02e-05,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
