chrom,start,end,cluster_5mb,target_id,model_name,feature_id,selection_count,mean_abs_selector_score,mean_selector_score,mean_feature_rank,mean_train_presence,age_pearson_r,age_pearson_p,missing_fraction,dataset_mean_shift,tissue_mean_shift,confounding_label,interpretation_note
chr6,77975000,77979999,chr6:75000000-79999999,age_weeks,ridge,chr6:77975000-77979999,5,0.5272987670524966,0.5272987670524966,12.2,0.9973675836845086,0.534849,6.336689325107945e-91,0.002461,0.075869,0.080095,candidate_signal,target-associated methylation signal; mechanism not inferred
chr5,101660000,101664999,chr5:100000000-104999999,condition_family_multiclass,logistic,chr5:101660000-101664999,5,13.893355873295537,13.893355873295537,10.6,1.0,0.435533,1.3593038841518165e-57,0.0,0.034942,0.055007,candidate_signal,target-associated methylation signal; mechanism not inferred
chr17,36485000,36489999,chr17:35000000-39999999,condition_family_multiclass,logistic,chr17:36485000-36489999,5,13.835884614830519,13.835884614830519,10.2,0.9716498103666245,-0.120705,2.4783560157638176e-05,0.004102,0.263591,0.429689,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr17,34955000,34959999,chr17:30000000-34999999,condition_family_multiclass,logistic,chr17:34955000-34959999,5,13.584878740178919,13.584878740178919,6.0,1.0,0.145056,5.867122856355447e-07,0.035275,0.164272,0.132998,candidate_signal,target-associated methylation signal; mechanism not inferred
chr9,63760000,63764999,chr9:60000000-64999999,condition_family_multiclass,logistic,chr9:63760000-63764999,5,13.507183672789983,13.507183672789983,6.8,0.9787294563843236,-0.11387,6.949511458937981e-05,0.003281,0.291772,0.873013,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr13,111765000,111769999,chr13:110000000-114999999,condition_family_multiclass,logistic,chr13:111765000-111769999,5,13.393989018071196,13.393989018071196,32.0,0.9858249051833123,-0.020138,0.48474401293887975,0.010664,0.216315,0.289823,tissue_confounded,target-associated methylation signal; mechanism not inferred
chr9,119365000,119369999,chr9:115000000-119999999,condition_family_multiclass,logistic,chr9:119365000-119369999,5,13.122472167486555,13.122472167486555,10.8,0.9858249051833123,0.011931,0.6776643961637011,0.002461,0.255878,0.34841,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr9,31960000,31964999,chr9:30000000-34999999,condition_family_multiclass,logistic,chr9:31960000-31964999,5,12.758637694813391,12.758637694813391,10.8,0.9787452591656131,-0.252284,4.1349230446386423e-19,0.002461,0.498073,0.674391,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr6,149185000,149189999,chr6:145000000-149999999,condition_family_multiclass,logistic,chr6:149185000-149189999,5,12.265955915324204,12.265955915324202,23.0,0.9858249051833123,-0.01213,0.672489080321928,0.001641,0.082166,0.10436,candidate_signal,target-associated methylation signal; mechanism not inferred
chr18,11050000,11054999,chr18:10000000-14999999,condition_family_multiclass,logistic,chr18:11050000-11054999,5,12.173998461861213,12.173998461861213,20.6,1.0,0.305403,9.908533106842904e-28,0.0,0.037495,0.061314,candidate_signal,target-associated methylation signal; mechanism not inferred
chr10,37140000,37144999,chr10:35000000-39999999,condition_family_multiclass,logistic,chr10:37140000-37144999,5,12.142007701281697,12.142007701281697,30.2,1.0,0.274942,1.3914011420763608e-22,0.0,0.021061,0.020292,candidate_signal,target-associated methylation signal; mechanism not inferred
chr8,109970000,109974999,chr8:105000000-109999999,condition_family_multiclass,logistic,chr8:109970000-109974999,5,11.965490813113048,11.96549081311305,18.2,0.9787452591656131,-0.020442,0.47671431241549517,0.004102,0.232062,0.377277,tissue_confounded,target-associated methylation signal; mechanism not inferred
chr14,65755000,65759999,chr14:65000000-69999999,condition_family_multiclass,logistic,chr14:65755000-65759999,5,11.965469555944725,11.965469555944725,22.2,0.9929045512010113,0.045554,0.11249673069654786,0.003281,0.241945,0.304478,tissue_confounded,target-associated methylation signal; mechanism not inferred
chr2,170090000,170094999,chr2:170000000-174999999,condition_family_multiclass,logistic,chr2:170090000-170094999,5,11.57255065530094,11.57255065530094,27.6,0.9929203539823008,0.047937,0.09515995583610079,0.004922,0.196675,0.482899,tissue_confounded,target-associated methylation signal; mechanism not inferred
chr9,122630000,122634999,chr9:120000000-124999999,condition_family_multiclass,logistic,chr9:122630000-122634999,5,11.365152843025731,11.365152843025731,31.6,0.9858249051833123,0.044538,0.12044426348003337,0.001641,0.265743,0.497548,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr3,18245000,18249999,chr3:15000000-19999999,condition_family_multiclass,logistic,chr3:18245000-18249999,5,11.354111297801406,11.354111297801406,27.0,0.9716498103666245,-0.031845,0.26776524564973,0.004922,0.346883,0.425402,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr4,83280000,83284999,chr4:80000000-84999999,condition_family_multiclass,logistic,chr4:83280000-83284999,5,10.925140680590534,10.925140680590534,35.0,0.9929045512010113,0.124094,1.4040921132454446e-05,0.00082,0.288851,0.797778,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr15,82470000,82474999,chr15:80000000-84999999,condition_family_multiclass,logistic,chr15:82470000-82474999,5,10.897414371213385,10.897414371213385,69.8,0.9858249051833123,-0.087122,0.0023798429141413044,0.004102,0.186902,0.256999,tissue_confounded,target-associated methylation signal; mechanism not inferred
chr4,134370000,134374999,chr4:130000000-134999999,condition_family_multiclass,logistic,chr4:134370000-134374999,5,10.735305823779822,10.735305823779823,38.2,0.9929203539823008,0.041576,0.14702433520558442,0.00082,0.083257,0.062254,candidate_signal,target-associated methylation signal; mechanism not inferred
chr17,48315000,48319999,chr17:45000000-49999999,condition_family_multiclass,logistic,chr17:48315000-48319999,5,10.694139467239001,10.694139467239001,52.8,0.9929203539823008,0.033839,0.24907668503430214,0.04676,0.170927,0.307695,tissue_confounded,target-associated methylation signal; mechanism not inferred
chr18,58115000,58119999,chr18:55000000-59999999,condition_family_multiclass,logistic,chr18:58115000-58119999,5,10.67658802801093,10.67658802801093,35.6,0.9787452591656131,0.023492,0.413293961791117,0.003281,0.308561,0.48921,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr16,38115000,38119999,chr16:35000000-39999999,condition_family_multiclass,logistic,chr16:38115000-38119999,5,10.550279609827063,10.550279609827063,43.2,0.9858249051833123,-0.040133,0.16279611270651922,0.006563,0.078716,0.510715,tissue_confounded,target-associated methylation signal; mechanism not inferred
chr5,123345000,123349999,chr5:120000000-124999999,condition_family_multiclass,logistic,chr5:123345000-123349999,5,10.516828256464715,10.516828256464715,49.2,0.9858249051833123,0.31826,4.7608463078187416e-30,0.001641,0.060673,0.070986,candidate_signal,target-associated methylation signal; mechanism not inferred
chr10,76565000,76569999,chr10:75000000-79999999,condition_family_multiclass,logistic,chr10:76565000-76569999,5,10.490358621589639,10.490358621589637,44.6,0.9858249051833123,-0.011547,0.6876070782457608,0.003281,0.107371,0.511126,tissue_confounded,target-associated methylation signal; mechanism not inferred
chr3,130045000,130049999,chr3:130000000-134999999,condition_family_multiclass,logistic,chr3:130045000-130049999,5,10.477916764399277,10.477916764399277,42.0,0.9858249051833123,0.012177,0.6715448103993699,0.003281,0.296913,0.33398,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr9,78245000,78249999,chr9:75000000-79999999,condition_family_multiclass,logistic,chr9:78245000-78249999,5,10.397401049334714,10.397401049334714,63.8,0.9858249051833123,-0.129806,5.547684632797932e-06,0.001641,0.19371,0.32584,tissue_confounded,target-associated methylation signal; mechanism not inferred
chr7,130210000,130214999,chr7:130000000-134999999,condition_family_multiclass,logistic,chr7:130210000-130214999,5,10.394454150005888,10.394454150005888,55.6,0.9929203539823008,0.014994,0.6011331949314651,0.00082,0.314589,0.405144,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr5,24550000,24554999,chr5:20000000-24999999,condition_family_multiclass,logistic,chr5:24550000-24554999,5,10.374280838117473,10.374280838117473,109.2,0.9858249051833123,0.308696,2.787380478999899e-28,0.001641,0.389515,0.444167,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr7,103300000,103304999,chr7:100000000-104999999,condition_family_multiclass,logistic,chr7:103300000-103304999,5,10.340214165223424,10.340214165223424,50.6,0.9787452591656131,-0.028848,0.31966012900036533,0.022149,0.255844,0.386887,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr11,107790000,107794999,chr11:105000000-109999999,condition_family_multiclass,logistic,chr11:107790000-107794999,5,10.273496019220504,10.273496019220504,94.0,1.0,0.214014,4.3852249518398615e-14,0.00082,0.024788,0.031793,candidate_signal,target-associated methylation signal; mechanism not inferred
chr19,21010000,21014999,chr19:20000000-24999999,condition_family_multiclass,logistic,chr19:21010000-21014999,5,10.126506284334532,10.126506284334534,60.4,0.9645859671302149,-0.007836,0.7895986779720661,0.04676,0.136722,0.414179,tissue_confounded,target-associated methylation signal; mechanism not inferred
chr4,154300000,154304999,chr4:150000000-154999999,condition_family_multiclass,logistic,chr4:154300000-154304999,5,9.903884785087346,9.903884785087344,73.2,0.9929045512010113,-0.220313,7.441390377396084e-15,0.00082,0.055728,0.151447,candidate_signal,target-associated methylation signal; mechanism not inferred
chr11,60140000,60144999,chr11:60000000-64999999,condition_family_multiclass,logistic,chr11:60140000-60144999,5,9.868333573064703,9.868333573064703,80.8,0.9858249051833123,0.040797,0.15526486590669356,0.003281,0.242614,0.485173,tissue_confounded,target-associated methylation signal; mechanism not inferred
chr8,84780000,84784999,chr8:80000000-84999999,condition_family_multiclass,logistic,chr8:84780000-84784999,5,9.865860257356617,9.865860257356617,58.0,1.0,0.259057,3.825198906908204e-20,0.0,0.287233,0.70477,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr13,59770000,59774999,chr13:55000000-59999999,condition_family_multiclass,logistic,chr13:59770000-59774999,5,9.827611039564385,9.827611039564385,69.0,0.9858249051833123,0.147322,2.438974690988276e-07,0.001641,0.243374,0.269184,tissue_confounded,target-associated methylation signal; mechanism not inferred
chr11,120615000,120619999,chr11:120000000-124999999,condition_family_multiclass,logistic,chr11:120615000-120619999,5,9.719871954750975,9.719871954750975,67.2,1.0,-0.153941,6.610428728162844e-08,0.0,0.203441,0.316987,tissue_confounded,target-associated methylation signal; mechanism not inferred
chr14,65355000,65359999,chr14:65000000-69999999,condition_family_multiclass,logistic,chr14:65355000-65359999,5,9.709412560385456,9.709412560385456,90.8,1.0,0.240141,1.889349378072883e-17,0.0,0.01756,0.016874,candidate_signal,target-associated methylation signal; mechanism not inferred
chr16,78305000,78309999,chr16:75000000-79999999,condition_family_multiclass,logistic,chr16:78305000-78309999,5,9.634667457858303,9.634667457858303,80.0,0.9858249051833123,0.062754,0.02858843746019082,0.001641,0.239043,0.375812,tissue_confounded,target-associated methylation signal; mechanism not inferred
chr18,58205000,58209999,chr18:55000000-59999999,condition_family_multiclass,logistic,chr18:58205000-58209999,5,9.621208308756277,9.621208308756277,282.0,1.0,0.444948,3.182581892951913e-60,0.001641,0.088659,0.170487,candidate_signal,target-associated methylation signal; mechanism not inferred
chr3,101820000,101824999,chr3:100000000-104999999,condition_family_multiclass,logistic,chr3:101820000-101824999,5,9.588935309507553,9.588935309507553,72.8,0.9716656131479141,-0.032493,0.2696604480585257,0.051682,0.143952,0.733615,tissue_confounded,target-associated methylation signal; mechanism not inferred
chr8,11220000,11224999,chr8:10000000-14999999,condition_family_multiclass,logistic,chr8:11220000-11224999,5,9.562372657975242,9.562372657975242,105.4,0.9716498103666245,-0.061195,0.03300684606162806,0.004102,0.220672,0.285044,tissue_confounded,target-associated methylation signal; mechanism not inferred
chr10,80600000,80604999,chr10:80000000-84999999,condition_family_multiclass,logistic,chr10:80600000-80604999,5,9.561206356769784,9.561206356769784,140.6,1.0,-0.193303,1.0403862281965447e-11,0.001641,0.129161,0.168068,candidate_signal,target-associated methylation signal; mechanism not inferred
chr5,114245000,114249999,chr5:110000000-114999999,condition_family_multiclass,logistic,chr5:114245000-114249999,5,9.56063158511068,9.560631585110682,93.4,1.0,-0.076615,0.007447220655517914,0.0,0.2487,0.303532,tissue_confounded,target-associated methylation signal; mechanism not inferred
chr5,145215000,145219999,chr5:145000000-149999999,condition_family_multiclass,logistic,chr5:145215000-145219999,5,9.528633779033337,9.528633779033337,80.2,0.9787294563843236,-0.03447,0.23279419568474025,0.015587,0.225261,0.520742,tissue_confounded,target-associated methylation signal; mechanism not inferred
chr11,89300000,89304999,chr11:85000000-89999999,condition_family_multiclass,logistic,chr11:89300000-89304999,5,9.52398409831078,9.52398409831078,299.4,1.0,0.333332,5.098745803844478e-33,0.0,0.019629,0.030168,candidate_signal,target-associated methylation signal; mechanism not inferred
chr4,89270000,89274999,chr4:85000000-89999999,condition_family_multiclass,logistic,chr4:89270000-89274999,5,9.487123879288248,9.487123879288248,88.2,0.9929045512010113,0.267472,2.1248026694755546e-21,0.00082,0.076528,0.289824,tissue_confounded,target-associated methylation signal; mechanism not inferred
chr7,27080000,27084999,chr7:25000000-29999999,condition_family_multiclass,logistic,chr7:27080000-27084999,5,9.413478980628119,9.413478980628119,85.2,0.9858249051833123,0.117358,4.563140391038471e-05,0.014766,0.187962,0.26529,tissue_confounded,target-associated methylation signal; mechanism not inferred
chr16,4880000,4884999,chr16:0-4999999,condition_family_multiclass,logistic,chr16:4880000-4884999,5,9.403855924961885,9.403855924961885,105.2,1.0,0.023951,0.40344845807223634,0.0,0.304087,0.254834,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr12,118845000,118849999,chr12:115000000-119999999,condition_family_multiclass,logistic,chr12:118845000-118849999,5,9.39980561883045,9.399805618830452,101.2,1.0,0.451494,2.881571447550055e-62,0.0,0.054984,0.111818,candidate_signal,target-associated methylation signal; mechanism not inferred
chr16,78330000,78334999,chr16:75000000-79999999,condition_family_multiclass,logistic,chr16:78330000-78334999,5,9.305996966636346,9.305996966636346,101.8,0.9858249051833123,0.099189,0.0005297510617464947,0.001641,0.159344,0.194491,candidate_signal,target-associated methylation signal; mechanism not inferred
chr5,32520000,32524999,chr5:30000000-34999999,condition_family_multiclass,logistic,chr5:32520000-32524999,5,9.280969507364153,9.280969507364153,110.2,1.0,-0.138575,1.5827553629856185e-06,0.02297,0.249394,0.324801,tissue_confounded,target-associated methylation signal; mechanism not inferred
chr2,121805000,121809999,chr2:120000000-124999999,condition_family_multiclass,logistic,chr2:121805000-121809999,5,9.276603607663535,9.276603607663535,104.6,1.0,0.28384,6.002578159343618e-24,0.003281,0.034593,0.035447,candidate_signal,target-associated methylation signal; mechanism not inferred
chr10,39960000,39964999,chr10:35000000-39999999,condition_family_multiclass,logistic,chr10:39960000-39964999,5,9.265808626124478,9.265808626124478,83.2,0.9929045512010113,-0.200187,1.8162747259014691e-12,0.001641,0.137065,0.071944,candidate_signal,target-associated methylation signal; mechanism not inferred
chr10,44365000,44369999,chr10:40000000-44999999,condition_family_multiclass,logistic,chr10:44365000-44369999,5,9.265423115210927,9.26542311521093,110.0,0.9220132743362832,-0.148763,2.1805656187260998e-07,0.013126,0.252866,0.343823,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr10,83715000,83719999,chr10:80000000-84999999,condition_family_multiclass,logistic,chr10:83715000-83719999,5,9.231175115729872,9.231175115729874,85.2,1.0,0.186436,7.04852700965356e-11,0.012305,0.755357,0.927819,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr11,88685000,88689999,chr11:85000000-89999999,condition_family_multiclass,logistic,chr11:88685000-88689999,5,9.222337248669945,9.222337248669945,98.6,0.9858249051833123,-0.024678,0.38989837561377527,0.002461,0.18581,0.41616,tissue_confounded,target-associated methylation signal; mechanism not inferred
chr7,113510000,113514999,chr7:110000000-114999999,condition_family_multiclass,logistic,chr7:113510000-113514999,5,9.167023265435187,9.167023265435187,178.8,1.0,0.213385,5.09666577226793e-14,0.0,0.017704,0.016629,candidate_signal,target-associated methylation signal; mechanism not inferred
chr12,3960000,3964999,chr12:0-4999999,condition_family_multiclass,logistic,chr12:3960000-3964999,5,9.142511642538315,9.142511642538315,162.2,0.9929045512010113,0.078415,0.006179875819128575,0.00082,0.170803,0.238893,candidate_signal,target-associated methylation signal; mechanism not inferred
chr10,119450000,119454999,chr10:115000000-119999999,condition_family_multiclass,logistic,chr10:119450000-119454999,5,9.125752755653185,9.125752755653185,323.6,1.0,0.337408,7.73032909900872e-34,0.0,0.024099,0.036191,candidate_signal,target-associated methylation signal; mechanism not inferred
chr2,165895000,165899999,chr2:165000000-169999999,condition_family_multiclass,logistic,chr2:165895000-165899999,5,9.107103879219297,9.107103879219297,109.0,0.9858249051833123,-0.035163,0.22026822325285136,0.001641,0.288515,0.550853,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr2,31640000,31644999,chr2:30000000-34999999,condition_family_multiclass,logistic,chr2:31640000-31644999,5,9.097955519347279,9.097955519347279,163.2,1.0,0.360255,1.1574320516792113e-38,0.0,0.090235,0.169396,candidate_signal,target-associated methylation signal; mechanism not inferred
chr1,133505000,133509999,chr1:130000000-134999999,condition_family_multiclass,logistic,chr1:133505000-133509999,5,9.071709991983244,9.071709991983244,162.4,0.9787452591656131,-0.153609,7.41699066551091e-08,0.003281,0.361941,0.432473,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr17,26630000,26634999,chr17:25000000-29999999,condition_family_multiclass,logistic,chr17:26630000-26634999,5,9.04028956114051,9.04028956114051,115.4,0.9929045512010113,-0.048737,0.08989050702547134,0.005742,0.281578,0.330111,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr2,151005000,151009999,chr2:150000000-154999999,condition_family_multiclass,logistic,chr2:151005000-151009999,5,9.001829856218695,9.001829856218697,107.4,0.9929045512010113,0.313732,3.3315497460772814e-29,0.001641,0.017059,0.01814,candidate_signal,target-associated methylation signal; mechanism not inferred
chr2,22740000,22744999,chr2:20000000-24999999,condition_family_multiclass,logistic,chr2:22740000-22744999,5,8.973196296091823,8.973196296091825,111.0,0.9929045512010113,0.178055,3.905017861298287e-10,0.00082,0.150749,0.366972,tissue_confounded,target-associated methylation signal; mechanism not inferred
chr10,127040000,127044999,chr10:125000000-129999999,condition_family_multiclass,logistic,chr10:127040000-127044999,5,8.971561830337262,8.971561830337262,449.0,1.0,0.01527,0.5943033056279139,0.0,0.207133,0.225926,candidate_signal,target-associated methylation signal; mechanism not inferred
chr9,9235000,9239999,chr9:5000000-9999999,condition_family_multiclass,logistic,chr9:9235000-9239999,5,8.965951555444137,8.965951555444137,104.4,1.0,0.181144,1.8807951029301968e-10,0.0,0.101126,0.137531,candidate_signal,target-associated methylation signal; mechanism not inferred
chr7,63440000,63444999,chr7:60000000-64999999,condition_family_multiclass,logistic,chr7:63440000-63444999,5,8.955347426145249,8.95534742614525,292.8,1.0,0.385885,3.26175983300399e-44,0.008203,0.119718,0.231616,candidate_signal,target-associated methylation signal; mechanism not inferred
chr4,128995000,128999999,chr4:125000000-129999999,condition_family_multiclass,logistic,chr4:128995000-128999999,5,8.935822504108083,8.935822504108083,139.2,0.9007427307206068,-0.147409,2.781607395914351e-07,0.012305,0.145478,0.736958,tissue_confounded,target-associated methylation signal; mechanism not inferred
chr6,30955000,30959999,chr6:30000000-34999999,condition_family_multiclass,logistic,chr6:30955000-30959999,5,8.921551218893116,8.921551218893116,129.2,0.9929203539823008,0.283154,7.145603488655277e-24,0.001641,0.036912,0.087246,candidate_signal,target-associated methylation signal; mechanism not inferred
chr10,22970000,22974999,chr10:20000000-24999999,condition_family_multiclass,logistic,chr10:22970000-22974999,5,8.875304098979761,8.875304098979761,138.4,0.9858249051833123,-0.139641,1.2474629497180714e-06,0.018868,0.18856,0.23512,candidate_signal,target-associated methylation signal; mechanism not inferred
chr15,74515000,74519999,chr15:70000000-74999999,condition_family_multiclass,logistic,chr15:74515000-74519999,5,8.86600837891962,8.86600837891962,153.2,1.0,0.331312,1.2851377205661118e-32,0.0,0.046157,0.085548,candidate_signal,target-associated methylation signal; mechanism not inferred
chr8,119615000,119619999,chr8:115000000-119999999,condition_family_multiclass,logistic,chr8:119615000-119619999,5,8.786349474515987,8.786349474515987,125.8,0.9929203539823008,-0.018087,0.5282775194674614,0.00082,0.261826,0.33353,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr15,76720000,76724999,chr15:75000000-79999999,condition_family_multiclass,logistic,chr15:76720000-76724999,5,8.783870447681451,8.783870447681451,135.0,1.0,0.220939,6.221050878248395e-15,0.00082,0.033154,0.060868,candidate_signal,target-associated methylation signal; mechanism not inferred
chr9,59575000,59579999,chr9:55000000-59999999,condition_family_multiclass,logistic,chr9:59575000-59579999,5,8.772429543197424,8.772429543197424,115.4,0.9929045512010113,0.284389,5.3092192123860066e-24,0.004922,0.046896,0.047397,candidate_signal,target-associated methylation signal; mechanism not inferred
chr8,70370000,70374999,chr8:70000000-74999999,condition_family_multiclass,logistic,chr8:70370000-70374999,5,8.7640809612456,8.7640809612456,134.2,1.0,0.331811,1.0233299230666264e-32,0.0,0.037844,0.050951,candidate_signal,target-associated methylation signal; mechanism not inferred
chr2,167695000,167699999,chr2:165000000-169999999,condition_family_multiclass,logistic,chr2:167695000-167699999,5,8.752384619865419,8.752384619865419,163.2,0.9858249051833123,-0.000549,0.9847409547442881,0.001641,0.221838,0.56187,tissue_confounded,target-associated methylation signal; mechanism not inferred
chr13,117175000,117179999,chr13:115000000-119999999,condition_family_multiclass,logistic,chr13:117175000-117179999,5,8.749166394374305,8.749166394374305,133.2,0.9574589127686473,-0.022975,0.42440233369464087,0.006563,0.141719,0.164451,candidate_signal,target-associated methylation signal; mechanism not inferred
chr13,12340000,12344999,chr13:10000000-14999999,condition_family_multiclass,logistic,chr13:12340000-12344999,5,8.719308854921795,8.719308854921794,226.8,0.9929045512010113,0.251338,5.291663568157117e-19,0.00082,0.133175,0.330819,tissue_confounded,target-associated methylation signal; mechanism not inferred
chr13,29765000,29769999,chr13:25000000-29999999,condition_family_multiclass,logistic,chr13:29765000-29769999,5,8.717274586431838,8.717274586431838,124.2,0.9716340075853349,0.059739,0.037575221092089016,0.005742,0.064021,0.1533,candidate_signal,target-associated methylation signal; mechanism not inferred
chr4,109420000,109424999,chr4:105000000-109999999,condition_family_multiclass,logistic,chr4:109420000-109424999,5,8.696316124918345,8.696316124918345,181.2,0.9787452591656131,-0.10619,0.00021650544086280555,0.008203,0.252909,0.427448,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr17,53800000,53804999,chr17:50000000-54999999,condition_family_multiclass,logistic,chr17:53800000-53804999,5,8.695951719382654,8.695951719382654,130.6,0.9858249051833123,0.085035,0.003967509884659056,0.059885,0.260799,0.541999,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr19,59260000,59264999,chr19:55000000-59999999,condition_family_multiclass,logistic,chr19:59260000-59264999,5,8.694923689814877,8.694923689814877,319.8,1.0,0.137329,1.580643311839904e-06,0.004922,0.142432,0.13905,candidate_signal,target-associated methylation signal; mechanism not inferred
chr11,51785000,51789999,chr11:50000000-54999999,condition_family_multiclass,logistic,chr11:51785000-51789999,5,8.694113329180286,8.694113329180286,231.4,0.964554361567636,-0.099936,0.0005041693517036202,0.009024,0.374115,0.569275,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr3,89140000,89144999,chr3:85000000-89999999,condition_family_multiclass,logistic,chr3:89140000-89144999,5,8.692255827781825,8.692255827781825,152.8,0.9858249051833123,0.007291,0.7994372135825663,0.001641,0.204829,0.447345,tissue_confounded,target-associated methylation signal; mechanism not inferred
chr2,68545000,68549999,chr2:65000000-69999999,condition_family_multiclass,logistic,chr2:68545000-68549999,5,8.687360214994982,8.687360214994982,149.4,0.9929203539823008,-0.051561,0.07565585518694204,0.025431,0.263564,0.264389,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr6,50445000,50449999,chr6:50000000-54999999,condition_family_multiclass,logistic,chr6:50445000-50449999,5,8.677410876411944,8.677410876411944,166.4,0.9929045512010113,-0.033506,0.24261362684920457,0.00082,0.294073,0.31666,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr13,31325000,31329999,chr13:30000000-34999999,condition_family_multiclass,logistic,chr13:31325000-31329999,5,8.659262222153192,8.659262222153192,141.6,0.9574747155499368,-0.105654,0.00022757418598521462,0.004922,0.150677,0.436781,tissue_confounded,target-associated methylation signal; mechanism not inferred
chr4,118360000,118364999,chr4:115000000-119999999,condition_family_multiclass,logistic,chr4:118360000-118364999,5,8.657285248351267,8.657285248351267,141.2,0.9929203539823008,-0.048575,0.09043077993809656,0.002461,0.257999,0.268951,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr1,133490000,133494999,chr1:130000000-134999999,condition_family_multiclass,logistic,chr1:133490000-133494999,5,8.629888689392796,8.629888689392796,206.6,0.9929203539823008,0.001979,0.9450509529706824,0.002461,0.075585,0.146575,candidate_signal,target-associated methylation signal; mechanism not inferred
chr15,80245000,80249999,chr15:80000000-84999999,condition_family_multiclass,logistic,chr15:80245000-80249999,5,8.623493799896762,8.623493799896762,139.2,0.9858249051833123,-0.048588,0.0902138083135383,0.001641,0.251369,0.37457,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr8,105275000,105279999,chr8:105000000-109999999,condition_family_multiclass,logistic,chr8:105275000-105279999,5,8.575644235435472,8.575644235435472,373.4,1.0,-0.185137,7.334269277799152e-11,0.0,0.125947,0.146131,candidate_signal,target-associated methylation signal; mechanism not inferred
chr1,181190000,181194999,chr1:180000000-184999999,condition_family_multiclass,logistic,chr1:181190000-181194999,5,8.56521385879721,8.56521385879721,138.8,0.9858249051833123,-0.083,0.0055938178395409325,0.086957,0.200754,0.181322,candidate_signal,target-associated methylation signal; mechanism not inferred
chr15,82525000,82529999,chr15:80000000-84999999,condition_family_multiclass,logistic,chr15:82525000-82529999,5,8.56188763639108,8.561887636391079,199.6,0.9787452591656131,0.035743,0.21540506457343403,0.013126,0.239208,0.368346,tissue_confounded,target-associated methylation signal; mechanism not inferred
chr11,59440000,59444999,chr11:55000000-59999999,condition_family_multiclass,logistic,chr11:59440000-59444999,5,8.503589218103302,8.503589218103304,153.0,0.9716498103666245,-0.026345,0.3600586144407063,0.008203,0.339902,0.358712,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr18,12685000,12689999,chr18:10000000-14999999,condition_family_multiclass,logistic,chr18:12685000-12689999,5,8.476991588632135,8.476991588632133,153.4,0.9574747155499368,-0.094776,0.0009877681430047285,0.011485,0.354653,0.354625,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr11,96005000,96009999,chr11:95000000-99999999,condition_family_multiclass,logistic,chr11:96005000-96009999,5,8.451907891294109,8.451907891294109,133.2,1.0,0.527677,2.4755233419599137e-88,0.0,0.036311,0.045686,candidate_signal,target-associated methylation signal; mechanism not inferred
chr10,127575000,127579999,chr10:125000000-129999999,condition_family_multiclass,logistic,chr10:127575000-127579999,5,8.430563771102598,8.430563771102598,137.2,0.9787294563843236,-0.051374,0.07332488362149589,0.002461,0.309995,0.446286,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr1,167670000,167674999,chr1:165000000-169999999,condition_family_multiclass,logistic,chr1:167670000-167674999,5,8.423478710966632,8.423478710966632,202.4,0.9645701643489254,-0.052851,0.06642799459009378,0.009844,0.550853,0.711616,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr11,78495000,78499999,chr11:75000000-79999999,condition_family_multiclass,logistic,chr11:78495000-78499999,5,8.403428907243226,8.403428907243224,149.8,1.0,0.1947,7.054744992148904e-12,0.0,0.070232,0.135564,candidate_signal,target-associated methylation signal; mechanism not inferred
chr6,54070000,54074999,chr6:50000000-54999999,cr_vs_control,logistic,chr6:54070000-54074999,5,0.5331362894735564,-0.5331362894735564,1.8,1.0,-0.121008,2.3274212489746167e-05,0.002461,0.294728,0.456513,dataset_confounded,target-associated methylation signal; mechanism not inferred
