sample_id,mouse_id,age_days,age_weeks,raw_age_token,tissue,tissue_region_detail,sex,strain,intervention,diet,housing_site,collection_date,extraction_batch,library_batch,sequencing_batch,assay,genome_assembly,fastq_r1,fastq_r2,fastq_sha256,processed_coverage_path,processed_schema,processed_sha256,notes,age_stratum,replicate_index,planned_sample_role
ROUTEA_PREF96_HEART_F_078W_R02,MOUSE_PREF96_HEART_F_078W_R02,546,78.0,78 weeks,heart,TO_BE_FILLED,female,TO_BE_FILLED,control,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,bulk RRBS or WGBS,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,,late_mid,2,PREF96_route_a_template
ROUTEA_PREF96_HEART_F_078W_R03,MOUSE_PREF96_HEART_F_078W_R03,546,78.0,78 weeks,heart,TO_BE_FILLED,female,TO_BE_FILLED,control,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,bulk RRBS or WGBS,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,,late_mid,3,PREF96_route_a_template
ROUTEA_PREF96_HEART_F_078W_R04,MOUSE_PREF96_HEART_F_078W_R04,546,78.0,78 weeks,heart,TO_BE_FILLED,female,TO_BE_FILLED,control,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,bulk RRBS or WGBS,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,,late_mid,4,PREF96_route_a_template
ROUTEA_PREF96_HEART_M_078W_R01,MOUSE_PREF96_HEART_M_078W_R01,546,78.0,78 weeks,heart,TO_BE_FILLED,male,TO_BE_FILLED,control,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,bulk RRBS or WGBS,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,,late_mid,1,PREF96_route_a_template
ROUTEA_PREF96_HEART_M_078W_R02,MOUSE_PREF96_HEART_M_078W_R02,546,78.0,78 weeks,heart,TO_BE_FILLED,male,TO_BE_FILLED,control,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,bulk RRBS or WGBS,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,,late_mid,2,PREF96_route_a_template
ROUTEA_PREF96_HEART_M_078W_R03,MOUSE_PREF96_HEART_M_078W_R03,546,78.0,78 weeks,heart,TO_BE_FILLED,male,TO_BE_FILLED,control,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,bulk RRBS or WGBS,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,,late_mid,3,PREF96_route_a_template
ROUTEA_PREF96_HEART_M_078W_R04,MOUSE_PREF96_HEART_M_078W_R04,546,78.0,78 weeks,heart,TO_BE_FILLED,male,TO_BE_FILLED,control,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,bulk RRBS or WGBS,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,,late_mid,4,PREF96_route_a_template
ROUTEA_PREF96_HEART_F_112W_R01,MOUSE_PREF96_HEART_F_112W_R01,784,112.0,112 weeks,heart,TO_BE_FILLED,female,TO_BE_FILLED,control,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,bulk RRBS or WGBS,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,,old,1,PREF96_route_a_template
ROUTEA_PREF96_HEART_F_112W_R02,MOUSE_PREF96_HEART_F_112W_R02,784,112.0,112 weeks,heart,TO_BE_FILLED,female,TO_BE_FILLED,control,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,bulk RRBS or WGBS,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,,old,2,PREF96_route_a_template
ROUTEA_PREF96_HEART_F_112W_R03,MOUSE_PREF96_HEART_F_112W_R03,784,112.0,112 weeks,heart,TO_BE_FILLED,female,TO_BE_FILLED,control,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,bulk RRBS or WGBS,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,,old,3,PREF96_route_a_template
ROUTEA_PREF96_HEART_F_112W_R04,MOUSE_PREF96_HEART_F_112W_R04,784,112.0,112 weeks,heart,TO_BE_FILLED,female,TO_BE_FILLED,control,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,bulk RRBS or WGBS,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,,old,4,PREF96_route_a_template
ROUTEA_PREF96_HEART_M_112W_R01,MOUSE_PREF96_HEART_M_112W_R01,784,112.0,112 weeks,heart,TO_BE_FILLED,male,TO_BE_FILLED,control,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,bulk RRBS or WGBS,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,,old,1,PREF96_route_a_template
ROUTEA_PREF96_HEART_M_112W_R02,MOUSE_PREF96_HEART_M_112W_R02,784,112.0,112 weeks,heart,TO_BE_FILLED,male,TO_BE_FILLED,control,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,bulk RRBS or WGBS,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,,old,2,PREF96_route_a_template
ROUTEA_PREF96_HEART_M_112W_R03,MOUSE_PREF96_HEART_M_112W_R03,784,112.0,112 weeks,heart,TO_BE_FILLED,male,TO_BE_FILLED,control,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,bulk RRBS or WGBS,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,,old,3,PREF96_route_a_template
ROUTEA_PREF96_HEART_M_112W_R04,MOUSE_PREF96_HEART_M_112W_R04,784,112.0,112 weeks,heart,TO_BE_FILLED,male,TO_BE_FILLED,control,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,bulk RRBS or WGBS,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,,old,4,PREF96_route_a_template
ROUTEA_PREF96_LUNG_F_012W_R01,MOUSE_PREF96_LUNG_F_012W_R01,84,12.0,12 weeks,lung,TO_BE_FILLED,female,TO_BE_FILLED,control,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,bulk RRBS or WGBS,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,,young,1,PREF96_route_a_template
ROUTEA_PREF96_LUNG_F_012W_R02,MOUSE_PREF96_LUNG_F_012W_R02,84,12.0,12 weeks,lung,TO_BE_FILLED,female,TO_BE_FILLED,control,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,bulk RRBS or WGBS,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,,young,2,PREF96_route_a_template
ROUTEA_PREF96_LUNG_F_012W_R03,MOUSE_PREF96_LUNG_F_012W_R03,84,12.0,12 weeks,lung,TO_BE_FILLED,female,TO_BE_FILLED,control,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,bulk RRBS or WGBS,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,,young,3,PREF96_route_a_template
ROUTEA_PREF96_LUNG_F_012W_R04,MOUSE_PREF96_LUNG_F_012W_R04,84,12.0,12 weeks,lung,TO_BE_FILLED,female,TO_BE_FILLED,control,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,bulk RRBS or WGBS,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,,young,4,PREF96_route_a_template
ROUTEA_PREF96_LUNG_M_012W_R01,MOUSE_PREF96_LUNG_M_012W_R01,84,12.0,12 weeks,lung,TO_BE_FILLED,male,TO_BE_FILLED,control,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,bulk RRBS or WGBS,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,,young,1,PREF96_route_a_template
ROUTEA_PREF96_LUNG_M_012W_R02,MOUSE_PREF96_LUNG_M_012W_R02,84,12.0,12 weeks,lung,TO_BE_FILLED,male,TO_BE_FILLED,control,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,bulk RRBS or WGBS,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,,young,2,PREF96_route_a_template
ROUTEA_PREF96_LUNG_M_012W_R03,MOUSE_PREF96_LUNG_M_012W_R03,84,12.0,12 weeks,lung,TO_BE_FILLED,male,TO_BE_FILLED,control,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,bulk RRBS or WGBS,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,,young,3,PREF96_route_a_template
ROUTEA_PREF96_LUNG_M_012W_R04,MOUSE_PREF96_LUNG_M_012W_R04,84,12.0,12 weeks,lung,TO_BE_FILLED,male,TO_BE_FILLED,control,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,bulk RRBS or WGBS,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,,young,4,PREF96_route_a_template
ROUTEA_PREF96_LUNG_F_052W_R01,MOUSE_PREF96_LUNG_F_052W_R01,364,52.0,52 weeks,lung,TO_BE_FILLED,female,TO_BE_FILLED,control,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,bulk RRBS or WGBS,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,,mid,1,PREF96_route_a_template
ROUTEA_PREF96_LUNG_F_052W_R02,MOUSE_PREF96_LUNG_F_052W_R02,364,52.0,52 weeks,lung,TO_BE_FILLED,female,TO_BE_FILLED,control,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,bulk RRBS or WGBS,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,,mid,2,PREF96_route_a_template
ROUTEA_PREF96_LUNG_F_052W_R03,MOUSE_PREF96_LUNG_F_052W_R03,364,52.0,52 weeks,lung,TO_BE_FILLED,female,TO_BE_FILLED,control,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,bulk RRBS or WGBS,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,,mid,3,PREF96_route_a_template
ROUTEA_PREF96_LUNG_F_052W_R04,MOUSE_PREF96_LUNG_F_052W_R04,364,52.0,52 weeks,lung,TO_BE_FILLED,female,TO_BE_FILLED,control,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,bulk RRBS or WGBS,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,,mid,4,PREF96_route_a_template
ROUTEA_PREF96_LUNG_M_052W_R01,MOUSE_PREF96_LUNG_M_052W_R01,364,52.0,52 weeks,lung,TO_BE_FILLED,male,TO_BE_FILLED,control,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,bulk RRBS or WGBS,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,,mid,1,PREF96_route_a_template
ROUTEA_PREF96_LUNG_M_052W_R02,MOUSE_PREF96_LUNG_M_052W_R02,364,52.0,52 weeks,lung,TO_BE_FILLED,male,TO_BE_FILLED,control,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,bulk RRBS or WGBS,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,,mid,2,PREF96_route_a_template
ROUTEA_PREF96_LUNG_M_052W_R03,MOUSE_PREF96_LUNG_M_052W_R03,364,52.0,52 weeks,lung,TO_BE_FILLED,male,TO_BE_FILLED,control,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,bulk RRBS or WGBS,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,,mid,3,PREF96_route_a_template
ROUTEA_PREF96_LUNG_M_052W_R04,MOUSE_PREF96_LUNG_M_052W_R04,364,52.0,52 weeks,lung,TO_BE_FILLED,male,TO_BE_FILLED,control,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,bulk RRBS or WGBS,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,,mid,4,PREF96_route_a_template
ROUTEA_PREF96_LUNG_F_078W_R01,MOUSE_PREF96_LUNG_F_078W_R01,546,78.0,78 weeks,lung,TO_BE_FILLED,female,TO_BE_FILLED,control,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,bulk RRBS or WGBS,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,,late_mid,1,PREF96_route_a_template
ROUTEA_PREF96_LUNG_F_078W_R02,MOUSE_PREF96_LUNG_F_078W_R02,546,78.0,78 weeks,lung,TO_BE_FILLED,female,TO_BE_FILLED,control,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,bulk RRBS or WGBS,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,,late_mid,2,PREF96_route_a_template
ROUTEA_PREF96_LUNG_F_078W_R03,MOUSE_PREF96_LUNG_F_078W_R03,546,78.0,78 weeks,lung,TO_BE_FILLED,female,TO_BE_FILLED,control,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,bulk RRBS or WGBS,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,,late_mid,3,PREF96_route_a_template
ROUTEA_PREF96_LUNG_F_078W_R04,MOUSE_PREF96_LUNG_F_078W_R04,546,78.0,78 weeks,lung,TO_BE_FILLED,female,TO_BE_FILLED,control,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,bulk RRBS or WGBS,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,,late_mid,4,PREF96_route_a_template
ROUTEA_PREF96_LUNG_M_078W_R01,MOUSE_PREF96_LUNG_M_078W_R01,546,78.0,78 weeks,lung,TO_BE_FILLED,male,TO_BE_FILLED,control,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,bulk RRBS or WGBS,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,,late_mid,1,PREF96_route_a_template
ROUTEA_PREF96_LUNG_M_078W_R02,MOUSE_PREF96_LUNG_M_078W_R02,546,78.0,78 weeks,lung,TO_BE_FILLED,male,TO_BE_FILLED,control,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,bulk RRBS or WGBS,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,,late_mid,2,PREF96_route_a_template
ROUTEA_PREF96_LUNG_M_078W_R03,MOUSE_PREF96_LUNG_M_078W_R03,546,78.0,78 weeks,lung,TO_BE_FILLED,male,TO_BE_FILLED,control,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,bulk RRBS or WGBS,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,,late_mid,3,PREF96_route_a_template
ROUTEA_PREF96_LUNG_M_078W_R04,MOUSE_PREF96_LUNG_M_078W_R04,546,78.0,78 weeks,lung,TO_BE_FILLED,male,TO_BE_FILLED,control,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,bulk RRBS or WGBS,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,,late_mid,4,PREF96_route_a_template
ROUTEA_PREF96_LUNG_F_112W_R01,MOUSE_PREF96_LUNG_F_112W_R01,784,112.0,112 weeks,lung,TO_BE_FILLED,female,TO_BE_FILLED,control,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,bulk RRBS or WGBS,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,,old,1,PREF96_route_a_template
ROUTEA_PREF96_LUNG_F_112W_R02,MOUSE_PREF96_LUNG_F_112W_R02,784,112.0,112 weeks,lung,TO_BE_FILLED,female,TO_BE_FILLED,control,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,bulk RRBS or WGBS,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,,old,2,PREF96_route_a_template
ROUTEA_PREF96_LUNG_F_112W_R03,MOUSE_PREF96_LUNG_F_112W_R03,784,112.0,112 weeks,lung,TO_BE_FILLED,female,TO_BE_FILLED,control,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,bulk RRBS or WGBS,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,,old,3,PREF96_route_a_template
ROUTEA_PREF96_LUNG_F_112W_R04,MOUSE_PREF96_LUNG_F_112W_R04,784,112.0,112 weeks,lung,TO_BE_FILLED,female,TO_BE_FILLED,control,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,bulk RRBS or WGBS,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,,old,4,PREF96_route_a_template
ROUTEA_PREF96_LUNG_M_112W_R01,MOUSE_PREF96_LUNG_M_112W_R01,784,112.0,112 weeks,lung,TO_BE_FILLED,male,TO_BE_FILLED,control,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,bulk RRBS or WGBS,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,,old,1,PREF96_route_a_template
ROUTEA_PREF96_LUNG_M_112W_R02,MOUSE_PREF96_LUNG_M_112W_R02,784,112.0,112 weeks,lung,TO_BE_FILLED,male,TO_BE_FILLED,control,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,bulk RRBS or WGBS,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,,old,2,PREF96_route_a_template
ROUTEA_PREF96_LUNG_M_112W_R03,MOUSE_PREF96_LUNG_M_112W_R03,784,112.0,112 weeks,lung,TO_BE_FILLED,male,TO_BE_FILLED,control,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,bulk RRBS or WGBS,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,,old,3,PREF96_route_a_template
ROUTEA_PREF96_LUNG_M_112W_R04,MOUSE_PREF96_LUNG_M_112W_R04,784,112.0,112 weeks,lung,TO_BE_FILLED,male,TO_BE_FILLED,control,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,bulk RRBS or WGBS,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,TO_BE_FILLED,,old,4,PREF96_route_a_template
