chrom,start,end,cluster_5mb,target_id,model_name,feature_id,selection_count,mean_abs_selector_score,mean_selector_score,mean_feature_rank,mean_train_presence,age_pearson_r,age_pearson_p,missing_fraction,dataset_mean_shift,tissue_mean_shift,confounding_label,interpretation_note
chr18,6170000,6174999,chr18:5000000-9999999,age_weeks_raw_v24,ridge,chr18:6170000-6174999,2,0.8188992384550771,-0.16660139416606917,134.0,1.0,0.245615,0.190780607754604,0.0,0.035064,0.070748,candidate_signal,target-associated methylation signal; mechanism not inferred
chr14,99100000,99104999,chr14:95000000-99999999,cr_vs_control_raw_v24,logistic,chr14:99100000-99104999,5,0.8500637354811322,-0.8500637354811322,4.8,1.0,-0.122261,0.5198234682941528,0.0,0.00364,0.006234,candidate_signal,target-associated methylation signal; mechanism not inferred
chr9,62680000,62684999,chr9:60000000-64999999,cr_vs_control_raw_v24,logistic,chr9:62680000-62684999,5,0.822715398574401,-0.822715398574401,13.8,1.0,-0.462315,0.010105621693267211,0.0,0.149124,0.149964,candidate_signal,target-associated methylation signal; mechanism not inferred
chr1,55235000,55239999,chr1:55000000-59999999,cr_vs_control_raw_v24,logistic,chr1:55235000-55239999,5,0.8191611412363254,-0.8191611412363254,13.6,1.0,-0.256791,0.1707372546414079,0.0,0.026126,0.026556,candidate_signal,target-associated methylation signal; mechanism not inferred
chr15,85810000,85814999,chr15:85000000-89999999,cr_vs_control_raw_v24,logistic,chr15:85810000-85814999,5,0.8170703854967805,-0.8170703854967805,14.0,1.0,-0.144086,0.44747462876200456,0.0,0.002908,0.002946,candidate_signal,target-associated methylation signal; mechanism not inferred
chr1,121270000,121274999,chr1:120000000-124999999,cr_vs_control_raw_v24,logistic,chr1:121270000-121274999,5,0.8148065408137597,-0.8148065408137596,16.8,1.0,-0.464811,0.009655871685368926,0.0,0.141447,0.164743,candidate_signal,target-associated methylation signal; mechanism not inferred
chr11,6545000,6549999,chr11:5000000-9999999,cr_vs_control_raw_v24,logistic,chr11:6545000-6549999,5,0.8058932980589828,-0.805893298058983,19.0,1.0,-0.178545,0.3451739778531448,0.0,0.002806,0.007628,candidate_signal,target-associated methylation signal; mechanism not inferred
chr17,15825000,15829999,chr17:15000000-19999999,cr_vs_control_raw_v24,logistic,chr17:15825000-15829999,5,0.8014992096570438,-0.8014992096570438,34.6,1.0,-0.429167,0.01795289723023041,0.0,0.006033,0.019419,candidate_signal,target-associated methylation signal; mechanism not inferred
chr8,105635000,105639999,chr8:105000000-109999999,cr_vs_control_raw_v24,logistic,chr8:105635000-105639999,5,0.7997330325058805,-0.7997330325058805,27.4,1.0,-0.066423,0.7272840968964953,0.0,0.003816,0.00425,candidate_signal,target-associated methylation signal; mechanism not inferred
chr8,22805000,22809999,chr8:20000000-24999999,cr_vs_control_raw_v24,logistic,chr8:22805000-22809999,5,0.7947636012805506,-0.7947636012805506,35.0,1.0,-0.136208,0.4729434287642965,0.0,0.004682,0.006835,candidate_signal,target-associated methylation signal; mechanism not inferred
chr2,26140000,26144999,chr2:25000000-29999999,cr_vs_control_raw_v24,logistic,chr2:26140000-26144999,5,0.793005595693845,-0.7930055956938451,37.0,1.0,-0.111013,0.5592075464697351,0.0,0.007826,0.023653,candidate_signal,target-associated methylation signal; mechanism not inferred
chr4,152005000,152009999,chr4:150000000-154999999,cr_vs_control_raw_v24,logistic,chr4:152005000-152009999,5,0.7920116024647855,-0.7920116024647856,54.2,1.0,-0.507042,0.0042411783800576554,0.0,0.019089,0.019503,candidate_signal,target-associated methylation signal; mechanism not inferred
chr5,43780000,43784999,chr5:40000000-44999999,cr_vs_control_raw_v24,logistic,chr5:43780000-43784999,5,0.7913407930519937,-0.7913407930519936,38.6,1.0,-0.382659,0.03688516012987503,0.0,0.008328,0.008727,candidate_signal,target-associated methylation signal; mechanism not inferred
chr19,44555000,44559999,chr19:40000000-44999999,cr_vs_control_raw_v24,logistic,chr19:44555000-44559999,5,0.7906284224675346,-0.7906284224675346,35.8,1.0,-0.106859,0.5740912991315502,0.0,0.00078,0.001216,candidate_signal,target-associated methylation signal; mechanism not inferred
chr15,76475000,76479999,chr15:75000000-79999999,cr_vs_control_raw_v24,logistic,chr15:76475000-76479999,5,0.7875297310522992,-0.7875297310522992,51.6,1.0,-0.356351,0.05325195996170777,0.0,0.02659,0.02666,candidate_signal,target-associated methylation signal; mechanism not inferred
chr17,22735000,22739999,chr17:20000000-24999999,cr_vs_control_raw_v24,logistic,chr17:22735000-22739999,5,0.7850077204405744,-0.7850077204405743,36.2,1.0,-0.026653,0.8888120168804354,0.0,0.001664,0.002436,candidate_signal,target-associated methylation signal; mechanism not inferred
chr7,98815000,98819999,chr7:95000000-99999999,cr_vs_control_raw_v24,logistic,chr7:98815000-98819999,5,0.7801297731100121,-0.7801297731100121,63.8,1.0,-0.28438,0.12773995770573515,0.0,0.016077,0.017448,candidate_signal,target-associated methylation signal; mechanism not inferred
chr12,72085000,72089999,chr12:70000000-74999999,cr_vs_control_raw_v24,logistic,chr12:72085000-72089999,5,0.7764485924300046,-0.7764485924300046,66.0,1.0,-0.248811,0.18489031151328902,0.0,0.00136,0.013366,candidate_signal,target-associated methylation signal; mechanism not inferred
chr7,41500000,41504999,chr7:40000000-44999999,cr_vs_control_raw_v24,logistic,chr7:41500000-41504999,5,0.7762152821227842,-0.7762152821227843,50.0,1.0,0.152457,0.421237902189804,0.0,0.003014,0.009456,candidate_signal,target-associated methylation signal; mechanism not inferred
chr6,14900000,14904999,chr6:10000000-14999999,cr_vs_control_raw_v24,logistic,chr6:14900000-14904999,5,0.7746397492761496,-0.7746397492761496,53.2,1.0,0.059926,0.7530941358692056,0.0,0.005015,0.018726,candidate_signal,target-associated methylation signal; mechanism not inferred
chr14,32200000,32204999,chr14:30000000-34999999,cr_vs_control_raw_v24,logistic,chr14:32200000-32204999,5,0.7710488312118867,-0.7710488312118867,67.0,1.0,-0.139323,0.4627841774018408,0.0,0.00924,0.009586,candidate_signal,target-associated methylation signal; mechanism not inferred
chr8,122440000,122444999,chr8:120000000-124999999,cr_vs_control_raw_v24,logistic,chr8:122440000-122444999,5,0.7702886988428765,-0.7702886988428767,64.0,1.0,-0.280202,0.1336798414244778,0.0,0.00607,0.016084,candidate_signal,target-associated methylation signal; mechanism not inferred
chr4,134850000,134854999,chr4:130000000-134999999,cr_vs_control_raw_v24,logistic,chr4:134850000-134854999,5,0.7699827547286051,-0.7699827547286052,63.4,1.0,-0.306245,0.09978098299877831,0.0,0.067813,0.068009,candidate_signal,target-associated methylation signal; mechanism not inferred
chr9,14275000,14279999,chr9:10000000-14999999,cr_vs_control_raw_v24,logistic,chr9:14275000-14279999,5,0.7665343372502793,-0.7665343372502793,91.0,1.0,-0.132386,0.48556797633882015,0.0,0.025073,0.026101,candidate_signal,target-associated methylation signal; mechanism not inferred
chr11,51855000,51859999,chr11:50000000-54999999,cr_vs_control_raw_v24,logistic,chr11:51855000-51859999,5,0.7613107480205271,-0.7613107480205271,98.6,1.0,-0.33108,0.07391593749895294,0.0,0.025144,0.026026,candidate_signal,target-associated methylation signal; mechanism not inferred
chr19,41845000,41849999,chr19:40000000-44999999,cr_vs_control_raw_v24,logistic,chr19:41845000-41849999,5,0.7604797310543481,-0.7604797310543481,107.4,1.0,-0.288755,0.12173045102478125,0.0,0.017162,0.017312,candidate_signal,target-associated methylation signal; mechanism not inferred
chr4,9025000,9029999,chr4:5000000-9999999,cr_vs_control_raw_v24,logistic,chr4:9025000-9029999,5,0.7574526056872756,-0.7574526056872756,78.8,1.0,-0.314006,0.09105746350349259,0.0,0.074671,0.076456,candidate_signal,target-associated methylation signal; mechanism not inferred
chr6,32585000,32589999,chr6:30000000-34999999,cr_vs_control_raw_v24,logistic,chr6:32585000-32589999,5,0.755440163913479,-0.755440163913479,132.6,1.0,-0.329072,0.07579161106812272,0.0,0.028096,0.028994,candidate_signal,target-associated methylation signal; mechanism not inferred
chr14,52300000,52304999,chr14:50000000-54999999,cr_vs_control_raw_v24,logistic,chr14:52300000-52304999,5,0.7538029039588017,-0.7538029039588017,107.6,1.0,0.033661,0.8598342988514116,0.0,0.002231,0.015694,candidate_signal,target-associated methylation signal; mechanism not inferred
chr10,122675000,122679999,chr10:120000000-124999999,cr_vs_control_raw_v24,logistic,chr10:122675000-122679999,5,0.7527152793408437,-0.7527152793408437,112.4,1.0,-0.287836,0.12297618046448072,0.0,0.045051,0.045261,candidate_signal,target-associated methylation signal; mechanism not inferred
chr9,48835000,48839999,chr9:45000000-49999999,cr_vs_control_raw_v24,logistic,chr9:48835000-48839999,5,0.7524518330236849,-0.7524518330236848,90.4,1.0,0.040514,0.8316677059563347,0.0,0.005762,0.006836,candidate_signal,target-associated methylation signal; mechanism not inferred
chr18,25505000,25509999,chr18:25000000-29999999,cr_vs_control_raw_v24,logistic,chr18:25505000-25509999,5,0.7524461419573978,-0.7524461419573977,133.8,1.0,-0.408474,0.025025063414333318,0.0,0.049317,0.049934,candidate_signal,target-associated methylation signal; mechanism not inferred
chr5,24575000,24579999,chr5:20000000-24999999,cr_vs_control_raw_v24,logistic,chr5:24575000-24579999,5,0.7510500082142149,-0.751050008214215,127.4,1.0,-0.233282,0.21473502823430207,0.0,0.008389,0.008554,candidate_signal,target-associated methylation signal; mechanism not inferred
chr7,12475000,12479999,chr7:10000000-14999999,cr_vs_control_raw_v24,logistic,chr7:12475000-12479999,5,0.7487483529450117,-0.7487483529450116,95.0,1.0,-0.186717,0.3231725513722552,0.0,0.003459,0.004099,candidate_signal,target-associated methylation signal; mechanism not inferred
chr11,82905000,82909999,chr11:80000000-84999999,cr_vs_control_raw_v24,logistic,chr11:82905000-82909999,5,0.7472638447269141,-0.7472638447269141,113.4,1.0,-0.222469,0.23735776513350823,0.0,0.053695,0.053771,candidate_signal,target-associated methylation signal; mechanism not inferred
chr7,52005000,52009999,chr7:50000000-54999999,cr_vs_control_raw_v24,logistic,chr7:52005000-52009999,5,0.7460879692512756,-0.7460879692512756,126.8,1.0,0.083421,0.6611933528515552,0.0,0.016826,0.031684,candidate_signal,target-associated methylation signal; mechanism not inferred
chr19,10525000,10529999,chr19:10000000-14999999,cr_vs_control_raw_v24,logistic,chr19:10525000-10529999,5,0.7445366260630609,-0.7445366260630609,126.4,1.0,-0.083561,0.6606571196992891,0.0,0.009249,0.010728,candidate_signal,target-associated methylation signal; mechanism not inferred
chr7,118855000,118859999,chr7:115000000-119999999,cr_vs_control_raw_v24,logistic,chr7:118855000-118859999,5,0.743795494673045,-0.743795494673045,129.8,1.0,-0.094944,0.6177343833407224,0.0,0.008702,0.011543,candidate_signal,target-associated methylation signal; mechanism not inferred
chr10,123265000,123269999,chr10:120000000-124999999,cr_vs_control_raw_v24,logistic,chr10:123265000-123269999,5,0.7408608554940465,-0.7408608554940466,129.0,1.0,-0.135344,0.475783960017836,0.0,0.029434,0.030106,candidate_signal,target-associated methylation signal; mechanism not inferred
chr12,102875000,102879999,chr12:100000000-104999999,cr_vs_control_raw_v24,logistic,chr12:102875000-102879999,5,0.7405480611984003,-0.7405480611984003,115.4,1.0,0.145397,0.44330600880992627,0.0,0.003362,0.003427,candidate_signal,target-associated methylation signal; mechanism not inferred
chr9,64250000,64254999,chr9:60000000-64999999,cr_vs_control_raw_v24,logistic,chr9:64250000-64254999,5,0.7398787295820595,-0.7398787295820595,141.0,1.0,-0.214748,0.2544530464829734,0.0,0.003262,0.015984,candidate_signal,target-associated methylation signal; mechanism not inferred
chr4,143350000,143354999,chr4:140000000-144999999,cr_vs_control_raw_v24,logistic,chr4:143350000-143354999,5,0.7385470749797849,-0.7385470749797849,141.8,1.0,0.014222,0.9405407181178457,0.0,0.023592,0.06082,candidate_signal,target-associated methylation signal; mechanism not inferred
chr8,34805000,34809999,chr8:30000000-34999999,cr_vs_control_raw_v24,logistic,chr8:34805000-34809999,5,0.7383390271268819,-0.7383390271268819,112.8,1.0,-0.360257,0.05051272640510609,0.0,0.022505,0.02329,candidate_signal,target-associated methylation signal; mechanism not inferred
chr3,63960000,63964999,chr3:60000000-64999999,cr_vs_control_raw_v24,logistic,chr3:63960000-63964999,5,0.735363227851382,-0.735363227851382,156.6,1.0,0.065101,0.7325133493022223,0.0,0.004624,0.007218,candidate_signal,target-associated methylation signal; mechanism not inferred
chr17,74485000,74489999,chr17:70000000-74999999,cr_vs_control_raw_v24,logistic,chr17:74485000-74489999,5,0.7349884087579677,-0.7349884087579677,135.8,1.0,-0.482198,0.006966377960162055,0.0,0.045852,0.049548,candidate_signal,target-associated methylation signal; mechanism not inferred
chr3,33795000,33799999,chr3:30000000-34999999,cr_vs_control_raw_v24,logistic,chr3:33795000-33799999,5,0.7337451979751641,-0.733745197975164,174.0,1.0,0.040515,0.8316647294795337,0.0,0.005864,0.005969,candidate_signal,target-associated methylation signal; mechanism not inferred
chr16,32430000,32434999,chr16:30000000-34999999,cr_vs_control_raw_v24,logistic,chr16:32430000-32434999,5,0.7335732087748351,-0.7335732087748352,151.0,1.0,0.025339,0.8942638846247567,0.0,0.001034,0.005288,candidate_signal,target-associated methylation signal; mechanism not inferred
chr15,41445000,41449999,chr15:40000000-44999999,cr_vs_control_raw_v24,logistic,chr15:41445000-41449999,5,0.7322875298371357,-0.7322875298371357,149.6,1.0,0.256619,0.17103417092093176,0.0,0.003983,0.01338,candidate_signal,target-associated methylation signal; mechanism not inferred
chr14,31490000,31494999,chr14:30000000-34999999,cr_vs_control_raw_v24,logistic,chr14:31490000-31494999,5,0.7318941750869108,-0.7318941750869108,166.8,1.0,-0.106727,0.5745670668991585,0.0,0.005501,0.01351,candidate_signal,target-associated methylation signal; mechanism not inferred
chr8,69995000,69999999,chr8:65000000-69999999,cr_vs_control_raw_v24,logistic,chr8:69995000-69999999,5,0.730136041295003,-0.7301360412950029,140.8,1.0,-0.344259,0.06248138725922147,0.0,0.019972,0.020045,candidate_signal,target-associated methylation signal; mechanism not inferred
chr12,84315000,84319999,chr12:80000000-84999999,cr_vs_control_raw_v24,logistic,chr12:84315000-84319999,5,0.7298872858925183,-0.7298872858925183,144.2,1.0,-0.026535,0.8893016336244834,0.0,0.004697,0.011238,candidate_signal,target-associated methylation signal; mechanism not inferred
chr3,152470000,152474999,chr3:150000000-154999999,cr_vs_control_raw_v24,logistic,chr3:152470000-152474999,5,0.7295885244995485,-0.7295885244995485,200.2,1.0,-0.351744,0.05663199992584804,0.0,0.077218,0.077742,candidate_signal,target-associated methylation signal; mechanism not inferred
chr1,16105000,16109999,chr1:15000000-19999999,cr_vs_control_raw_v24,logistic,chr1:16105000-16109999,5,0.7285488443525283,-0.7285488443525284,140.6,1.0,-0.228463,0.22462855779340213,0.0,0.003732,0.003854,candidate_signal,target-associated methylation signal; mechanism not inferred
chr14,120475000,120479999,chr14:120000000-124999999,cr_vs_control_raw_v24,logistic,chr14:120475000-120479999,5,0.7245307416082555,-0.7245307416082556,174.2,1.0,-0.201862,0.2847425738334087,0.0,0.015447,0.022295,candidate_signal,target-associated methylation signal; mechanism not inferred
chr3,96555000,96559999,chr3:95000000-99999999,cr_vs_control_raw_v24,logistic,chr3:96555000-96559999,5,0.7240965749638117,-0.7240965749638117,178.8,1.0,-0.359907,0.05075380205474279,0.0,0.030123,0.034303,candidate_signal,target-associated methylation signal; mechanism not inferred
chr18,57980000,57984999,chr18:55000000-59999999,cr_vs_control_raw_v24,logistic,chr18:57980000-57984999,5,0.7239498066299417,-0.7239498066299417,185.0,1.0,-0.409151,0.02476212509881007,0.0,0.307769,0.35966,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr16,30065000,30069999,chr16:30000000-34999999,cr_vs_control_raw_v24,logistic,chr16:30065000-30069999,5,0.722694544544142,-0.722694544544142,189.0,1.0,0.028862,0.879660951057419,0.0,0.004166,0.009203,candidate_signal,target-associated methylation signal; mechanism not inferred
chr6,21795000,21799999,chr6:20000000-24999999,cr_vs_control_raw_v24,logistic,chr6:21795000-21799999,5,0.7222245747026513,-0.7222245747026512,200.4,1.0,-0.440517,0.014836563167464956,0.0,0.027424,0.121531,candidate_signal,target-associated methylation signal; mechanism not inferred
chr1,72870000,72874999,chr1:70000000-74999999,cr_vs_control_raw_v24,logistic,chr1:72870000-72874999,5,0.7215603913259208,-0.7215603913259208,202.8,1.0,0.045785,0.8101419254465784,0.0,0.019631,0.041867,candidate_signal,target-associated methylation signal; mechanism not inferred
chr8,47710000,47714999,chr8:45000000-49999999,cr_vs_control_raw_v24,logistic,chr8:47710000-47714999,5,0.7214931804611002,-0.7214931804611002,159.8,1.0,-0.331067,0.07392812516930741,0.0,0.002866,0.002886,candidate_signal,target-associated methylation signal; mechanism not inferred
chr3,116250000,116254999,chr3:115000000-119999999,cr_vs_control_raw_v24,logistic,chr3:116250000-116254999,5,0.7201133535345325,-0.7201133535345325,231.6,1.0,0.085047,0.6549909821202101,0.0,0.009129,0.027752,candidate_signal,target-associated methylation signal; mechanism not inferred
chr11,100620000,100624999,chr11:100000000-104999999,cr_vs_control_raw_v24,logistic,chr11:100620000-100624999,5,0.718810696508575,-0.7188106965085749,192.2,1.0,-0.145736,0.4422344381396498,0.0,0.018997,0.023598,candidate_signal,target-associated methylation signal; mechanism not inferred
chr7,6155000,6159999,chr7:5000000-9999999,cr_vs_control_raw_v24,logistic,chr7:6155000-6159999,5,0.7186102620862898,-0.7186102620862898,168.4,1.0,-0.066417,0.7273081988990118,0.0,0.000659,0.000988,candidate_signal,target-associated methylation signal; mechanism not inferred
chr2,155470000,155474999,chr2:155000000-159999999,cr_vs_control_raw_v24,logistic,chr2:155470000-155474999,5,0.7163664885512111,-0.716366488551211,194.4,1.0,-0.098658,0.6039853665516751,0.0,0.002068,0.005431,candidate_signal,target-associated methylation signal; mechanism not inferred
chr18,67445000,67449999,chr18:65000000-69999999,cr_vs_control_raw_v24,logistic,chr18:67445000-67449999,5,0.7156884551202352,-0.7156884551202352,199.2,1.0,-0.3542,0.05480986877766171,0.0,0.048207,0.048273,candidate_signal,target-associated methylation signal; mechanism not inferred
chr13,53460000,53464999,chr13:50000000-54999999,cr_vs_control_raw_v24,logistic,chr13:53460000-53464999,5,0.7154177931456193,-0.7154177931456193,216.6,1.0,-0.263335,0.15971920396178535,0.0,0.010747,0.056883,candidate_signal,target-associated methylation signal; mechanism not inferred
chr4,149305000,149309999,chr4:145000000-149999999,cr_vs_control_raw_v24,logistic,chr4:149305000-149309999,5,0.7149424106540596,-0.7149424106540596,207.2,1.0,-0.143881,0.4481251996674212,0.0,0.005469,0.009567,candidate_signal,target-associated methylation signal; mechanism not inferred
chr14,55015000,55019999,chr14:55000000-59999999,cr_vs_control_raw_v24,logistic,chr14:55015000-55019999,5,0.7145172662956544,-0.7145172662956544,223.8,1.0,-0.335134,0.07023852840513652,0.0,0.010297,0.010683,candidate_signal,target-associated methylation signal; mechanism not inferred
chr9,57910000,57914999,chr9:55000000-59999999,cr_vs_control_raw_v24,logistic,chr9:57910000-57914999,5,0.7137723768967935,-0.7137723768967934,188.2,1.0,-0.191736,0.3100998704663512,0.0,0.013585,0.033199,candidate_signal,target-associated methylation signal; mechanism not inferred
chr7,3615000,3619999,chr7:0-4999999,cr_vs_control_raw_v24,logistic,chr7:3615000-3619999,5,0.7117433740503168,-0.7117433740503168,209.6,1.0,-0.143913,0.44802414597276347,0.0,0.001737,0.016227,candidate_signal,target-associated methylation signal; mechanism not inferred
chr17,46380000,46384999,chr17:45000000-49999999,cr_vs_control_raw_v24,logistic,chr17:46380000-46384999,5,0.7113293462449102,-0.7113293462449102,225.2,1.0,-0.1521,0.4223367116556517,0.0,0.010997,0.014814,candidate_signal,target-associated methylation signal; mechanism not inferred
chr2,26235000,26239999,chr2:25000000-29999999,cr_vs_control_raw_v24,logistic,chr2:26235000-26239999,5,0.7091706490595069,-0.7091706490595068,220.8,1.0,-0.083089,0.6624621398473451,0.0,0.001878,0.002136,candidate_signal,target-associated methylation signal; mechanism not inferred
chr17,15525000,15529999,chr17:15000000-19999999,cr_vs_control_raw_v24,logistic,chr17:15525000-15529999,5,0.7089765911494736,-0.7089765911494736,229.2,1.0,0.004314,0.9819515265402167,0.0,0.0082,0.008236,candidate_signal,target-associated methylation signal; mechanism not inferred
chr16,50730000,50734999,chr16:50000000-54999999,cr_vs_control_raw_v24,logistic,chr16:50730000-50734999,5,0.7084950447410747,-0.7084950447410747,239.6,1.0,-0.476836,0.007717887642645555,0.0,0.01721,0.018395,candidate_signal,target-associated methylation signal; mechanism not inferred
chr7,100605000,100609999,chr7:100000000-104999999,cr_vs_control_raw_v24,logistic,chr7:100605000-100609999,5,0.7074821189341927,-0.7074821189341927,282.4,1.0,-0.190109,0.31430071024037454,0.0,0.001798,0.007299,candidate_signal,target-associated methylation signal; mechanism not inferred
chr11,119390000,119394999,chr11:115000000-119999999,cr_vs_control_raw_v24,logistic,chr11:119390000-119394999,5,0.7073197656164396,-0.7073197656164396,241.4,1.0,-0.240579,0.20032606725097904,0.0,0.012102,0.012414,candidate_signal,target-associated methylation signal; mechanism not inferred
chr5,29475000,29479999,chr5:25000000-29999999,cr_vs_control_raw_v24,logistic,chr5:29475000-29479999,5,0.7072794170720306,-0.7072794170720306,274.0,1.0,0.268641,0.15116523978321686,0.0,0.005342,0.014008,candidate_signal,target-associated methylation signal; mechanism not inferred
chr5,11955000,11959999,chr5:10000000-14999999,cr_vs_control_raw_v24,logistic,chr5:11955000-11959999,5,0.7065377141227335,0.7065377141227334,275.6,1.0,-0.226059,0.22967754939316382,0.0,0.032089,0.033786,candidate_signal,target-associated methylation signal; mechanism not inferred
chr5,34165000,34169999,chr5:30000000-34999999,cr_vs_control_raw_v24,logistic,chr5:34165000-34169999,5,0.7057840502857536,-0.7057840502857536,251.6,1.0,-0.054448,0.7750580029039192,0.0,0.001029,0.0049,candidate_signal,target-associated methylation signal; mechanism not inferred
chr10,127665000,127669999,chr10:125000000-129999999,cr_vs_control_raw_v24,logistic,chr10:127665000-127669999,5,0.7054108454246629,-0.7054108454246629,233.8,1.0,-0.270188,0.14873490229564038,0.0,0.018849,0.028603,candidate_signal,target-associated methylation signal; mechanism not inferred
chr5,124195000,124199999,chr5:120000000-124999999,cr_vs_control_raw_v24,logistic,chr5:124195000-124199999,5,0.704667389237368,-0.704667389237368,239.0,1.0,-0.320041,0.08468399839317868,0.0,0.124045,0.137757,candidate_signal,target-associated methylation signal; mechanism not inferred
chr13,36575000,36579999,chr13:35000000-39999999,cr_vs_control_raw_v24,logistic,chr13:36575000-36579999,5,0.7032157006465231,-0.7032157006465231,228.6,1.0,-0.250866,0.18116946822505,0.0,0.014341,0.0148,candidate_signal,target-associated methylation signal; mechanism not inferred
chr3,51480000,51484999,chr3:50000000-54999999,cr_vs_control_raw_v24,logistic,chr3:51480000-51484999,5,0.7016070894982251,-0.7016070894982251,268.0,1.0,-0.265591,0.15604095447938673,0.0,0.011775,0.016205,candidate_signal,target-associated methylation signal; mechanism not inferred
chr16,18875000,18879999,chr16:15000000-19999999,cr_vs_control_raw_v24,logistic,chr16:18875000-18879999,5,0.7015474764022203,-0.7015474764022203,247.2,1.0,-0.251145,0.18066796266896396,0.0,0.000896,0.005217,candidate_signal,target-associated methylation signal; mechanism not inferred
chr4,43440000,43444999,chr4:40000000-44999999,cr_vs_control_raw_v24,logistic,chr4:43440000-43444999,5,0.701454101298987,-0.7014541012989871,267.8,1.0,-0.210211,0.26486632260093357,0.0,0.001224,0.00126,candidate_signal,target-associated methylation signal; mechanism not inferred
chr2,26900000,26904999,chr2:25000000-29999999,cr_vs_control_raw_v24,logistic,chr2:26900000-26904999,5,0.6955370137361936,-0.6955370137361935,356.8,1.0,0.13836,0.4659128196490943,0.0,0.00285,0.002933,candidate_signal,target-associated methylation signal; mechanism not inferred
chr5,138990000,138994999,chr5:135000000-139999999,cr_vs_control_raw_v24,logistic,chr5:138990000-138994999,5,0.6922360145721718,-0.6922360145721717,292.8,1.0,-0.306272,0.09974948262126195,0.0,0.105184,0.105364,candidate_signal,target-associated methylation signal; mechanism not inferred
chr2,163100000,163104999,chr2:160000000-164999999,cr_vs_control_raw_v24,logistic,chr2:163100000-163104999,5,0.691540132707452,-0.691540132707452,312.0,1.0,-0.076111,0.6893449835094255,0.0,0.031162,0.068261,candidate_signal,target-associated methylation signal; mechanism not inferred
chr6,72095000,72099999,chr6:70000000-74999999,cr_vs_control_raw_v24,logistic,chr6:72095000-72099999,5,0.688393918344981,-0.688393918344981,307.6,1.0,-0.248213,0.1859815255044226,0.0,0.011237,0.01131,candidate_signal,target-associated methylation signal; mechanism not inferred
chr7,113205000,113209999,chr7:110000000-114999999,cr_vs_control_raw_v24,logistic,chr7:113205000-113209999,5,0.6818584278534138,-0.6818584278534138,330.4,1.0,-0.439935,0.014984646439367026,0.0,0.059623,0.065926,candidate_signal,target-associated methylation signal; mechanism not inferred
chr17,71550000,71554999,chr17:70000000-74999999,cr_vs_control_raw_v24,logistic,chr17:71550000-71554999,4,0.7721890500384926,-0.7721890500384926,51.25,1.0,-0.429555,0.017838118338057898,0.0,0.167032,0.167405,candidate_signal,target-associated methylation signal; mechanism not inferred
chr9,74950000,74954999,chr9:70000000-74999999,cr_vs_control_raw_v24,logistic,chr9:74950000-74954999,4,0.7549174737568884,-0.7549174737568884,92.0,1.0,-0.120111,0.5272469276070871,0.0,0.002336,0.013053,candidate_signal,target-associated methylation signal; mechanism not inferred
chr18,60595000,60599999,chr18:60000000-64999999,cr_vs_control_raw_v24,logistic,chr18:60595000-60599999,4,0.7528587489146359,-0.7528587489146359,66.25,1.0,-0.24438,0.19309216168820817,0.0,0.002705,0.019927,candidate_signal,target-associated methylation signal; mechanism not inferred
chr8,88360000,88364999,chr8:85000000-89999999,cr_vs_control_raw_v24,logistic,chr8:88360000-88364999,4,0.7495787818209931,-0.7495787818209931,89.5,1.0,-0.270802,0.14777770857772013,0.0,0.010151,0.010227,candidate_signal,target-associated methylation signal; mechanism not inferred
chr6,29345000,29349999,chr6:25000000-29999999,cr_vs_control_raw_v24,logistic,chr6:29345000-29349999,4,0.7465117463546719,-0.7465117463546719,99.5,1.0,-0.143118,0.4505615688939231,0.0,0.002304,0.005158,candidate_signal,target-associated methylation signal; mechanism not inferred
chr10,67455000,67459999,chr10:65000000-69999999,cr_vs_control_raw_v24,logistic,chr10:67455000-67459999,4,0.7446379535331387,-0.7446379535331387,131.75,1.0,-0.376467,0.040314834247365545,0.0,0.159109,0.161417,candidate_signal,target-associated methylation signal; mechanism not inferred
chr8,106135000,106139999,chr8:105000000-109999999,cr_vs_control_raw_v24,logistic,chr8:106135000-106139999,4,0.7393462538996184,-0.7393462538996184,91.25,1.0,-0.434082,0.016542746836369623,0.0,0.232234,0.232856,candidate_signal,target-associated methylation signal; mechanism not inferred
chr11,86995000,86999999,chr11:85000000-89999999,cr_vs_control_raw_v24,logistic,chr11:86995000-86999999,4,0.7392157227782026,-0.7392157227782027,136.5,1.0,-0.347586,0.05982561442593709,0.0,0.032613,0.216079,candidate_signal,target-associated methylation signal; mechanism not inferred
chr12,54860000,54864999,chr12:50000000-54999999,cr_vs_control_raw_v24,logistic,chr12:54860000-54864999,4,0.7346125110810355,-0.7346125110810355,94.0,1.0,-0.356541,0.053115966260484815,0.0,0.032003,0.032529,candidate_signal,target-associated methylation signal; mechanism not inferred
chr6,100670000,100674999,chr6:100000000-104999999,cr_vs_control_raw_v24,logistic,chr6:100670000-100674999,4,0.7298569756874153,-0.7298569756874151,190.5,1.0,-0.123682,0.5149468517573197,0.0,0.010325,0.011483,candidate_signal,target-associated methylation signal; mechanism not inferred
