dataset,run_accession,gsm,sample_accession,experiment_accession,experiment_title,library_strategy,library_source,library_selection,library_layout,local_fastq_count,local_fastq_complete,expected_fastq,latest_log_status,latest_log_failure_count,latest_log_error_class,recommended_repair_action,run_total_bases,run_total_spots
GSE120137,SRR7871636,GSM3394318,SRS3796412,SRX4710715,GSM3394318: Mouse_Kidney_SH019; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,1794647184,17768784
GSE120137,SRR7871637,GSM3394319,SRS3796413,SRX4710716,GSM3394319: Mouse_Kidney_SH020; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,1760679773,17432473
GSE120137,SRR7871660,GSM3394342,SRS3796436,SRX4710739,GSM3394342: Mouse_Kidney_SH044; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,604746388,5987588
GSE120137,SRR7871661,GSM3394343,SRS3796437,SRX4710740,GSM3394343: Mouse_Kidney_SH045; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,1170732612,11591412
GSE120137,SRR7871662,GSM3394344,SRS3796438,SRX4710741,GSM3394344: Mouse_Kidney_SH046; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,846470496,8380896
GSE120137,SRR7871663,GSM3394345,SRS3796439,SRX4710742,GSM3394345: Mouse_Kidney_SH047; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,883558605,8748105
GSE120137,SRR7871664,GSM3394346,SRS3796441,SRX4710743,GSM3394346: Mouse_Kidney_SH048; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,696763448,6898648
GSE120137,SRR7871665,GSM3394347,SRS3796440,SRX4710744,GSM3394347: Mouse_Kidney_SH049; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,533913169,5286269
GSE120137,SRR7871666,GSM3394348,SRS3796442,SRX4710745,GSM3394348: Mouse_Kidney_SH050; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,845184160,8368160
GSE120137,SRR7871667,GSM3394349,SRS3796443,SRX4710746,GSM3394349: Mouse_Kidney_SH051; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,1303923433,12910133
GSE120137,SRR7871668,GSM3394350,SRS3796444,SRX4710747,GSM3394350: Mouse_Kidney_SH053; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,973766856,9641256
GSE120137,SRR7871669,GSM3394351,SRS3796445,SRX4710748,GSM3394351: Mouse_Kidney_SH054; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,867403756,8588156
GSE120137,SRR7871670,GSM3394352,SRS3796447,SRX4710749,GSM3394352: Mouse_Kidney_SH055; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,899190779,8902879
GSE120137,SRR7871671,GSM3394353,SRS3796446,SRX4710750,GSM3394353: Mouse_Kidney_SH056; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,980195102,9704902
GSE120137,SRR7871672,GSM3394354,SRS3796449,SRX4710751,GSM3394354: Mouse_Liver_SH001; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,3127223509,30962609
GSE120137,SRR7871673,GSM3394355,SRS3796450,SRX4710752,GSM3394355: Mouse_Liver_SH002; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,1607374801,22778925
GSE120137,SRR7871674,GSM3394356,SRS3796448,SRX4710753,GSM3394356: Mouse_Liver_SH003; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,2458068613,24337313
GSE120137,SRR7871680,GSM3394362,SRS3796456,SRX4710759,GSM3394362: Mouse_Liver_SH009; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,5153636100,51026100
GSE120137,SRR7871684,GSM3394366,SRS3796461,SRX4710763,GSM3394366: Mouse_Liver_SH013; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,3651393612,36152412
GSE120137,SRR7871685,GSM3394367,SRS3796460,SRX4710764,GSM3394367: Mouse_Liver_SH014; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,2398944728,23751928
GSE120137,SRR7871686,GSM3394368,SRS3796463,SRX4710765,GSM3394368: Mouse_Liver_SH015; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,2262732492,22403292
GSE120137,SRR7871690,GSM3394372,SRS3796465,SRX4710769,GSM3394372: Mouse_Liver_SH019; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,3571341214,35359814
GSE120137,SRR7871692,GSM3394374,SRS3796468,SRX4710771,GSM3394374: Mouse_Liver_SH021; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,4141154328,41001528
GSE120137,SRR7871716,GSM3394398,SRS3796493,SRX4710795,GSM3394398: Mouse_Liver_SH045; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,4595168518,45496718
GSE120137,SRR7871721,GSM3394403,SRS3796497,SRX4710800,GSM3394403: Mouse_Liver_SH050; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,3248076776,32159176
GSE120137,SRR7871727,GSM3394409,SRS3796501,SRX4710806,GSM3394409: Mouse_Liver_SH056; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,4336961008,42940208
GSE120137,SRR7871756,GSM3394438,SRS3796534,SRX4710835,GSM3394438: Mouse_Lung_SH025; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,1531962849,15167949
GSE120137,SRR7871757,GSM3394439,SRS3796538,SRX4710836,GSM3394439: Mouse_Lung_SH026; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,1692769292,16760092
GSE120137,SRR7871758,GSM3394440,SRS3796533,SRX4710837,GSM3394440: Mouse_Lung_SH027; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,1629104245,16129745
GSE120137,SRR7871759,GSM3394441,SRS3796536,SRX4710838,GSM3394441: Mouse_Lung_SH028; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,1329736003,13165703
GSE120137,SRR7871760,GSM3394442,SRS3796535,SRX4710839,GSM3394442: Mouse_Lung_SH029; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,1628714385,16125885
GSE120137,SRR7871761,GSM3394443,SRS3796537,SRX4710840,GSM3394443: Mouse_Lung_SH030; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,1323857702,13107502
GSE120137,SRR7871762,GSM3394444,SRS3796539,SRX4710841,GSM3394444: Mouse_Lung_SH031; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,1639748736,16235136
GSE120137,SRR7871763,GSM3394445,SRS3796540,SRX4710842,GSM3394445: Mouse_Lung_SH032; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,1016345325,10062825
GSE120137,SRR7871764,GSM3394446,SRS3796541,SRX4710843,GSM3394446: Mouse_Lung_SH033; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,1479925831,14652731
GSE120137,SRR7871765,GSM3394447,SRS3796542,SRX4710844,GSM3394447: Mouse_Lung_SH034; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,1372147115,13585615
GSE120137,SRR7871766,GSM3394448,SRS3796545,SRX4710845,GSM3394448: Mouse_Lung_SH035; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,1963313043,19438743
GSE120137,SRR7871767,GSM3394449,SRS3796543,SRX4710846,GSM3394449: Mouse_Lung_SH036; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,1884976736,18663136
GSE120137,SRR7871768,GSM3394450,SRS3796544,SRX4710847,GSM3394450: Mouse_Lung_SH037; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,874790290,8661290
GSE120137,SRR7871769,GSM3394451,SRS3796546,SRX4710848,GSM3394451: Mouse_Lung_SH038; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,1210643772,11986572
GSE120137,SRR7871770,GSM3394452,SRS3796548,SRX4710849,GSM3394452: Mouse_Lung_SH039; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,1051262237,10408537
GSE120137,SRR7871771,GSM3394453,SRS3796547,SRX4710850,GSM3394453: Mouse_Lung_SH040; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,1015473796,10054196
GSE120137,SRR7871772,GSM3394454,SRS3796549,SRX4710851,GSM3394454: Mouse_Lung_SH042; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,1513474092,14984892
GSE120137,SRR7871773,GSM3394455,SRS3796551,SRX4710852,GSM3394455: Mouse_Lung_SH045; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,1848933977,18306277
GSE120137,SRR7871774,GSM3394456,SRS3796550,SRX4710853,GSM3394456: Mouse_Lung_SH046; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,1461741387,14472687
GSE120137,SRR7871775,GSM3394457,SRS3796552,SRX4710854,GSM3394457: Mouse_Lung_SH047; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,2116253606,20953006
GSE120137,SRR7871776,GSM3394458,SRS3796553,SRX4710855,GSM3394458: Mouse_Lung_SH048; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,1566662308,15511508
GSE120137,SRR7871777,GSM3394459,SRS3796554,SRX4710856,GSM3394459: Mouse_Lung_SH049; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,2031527332,20114132
GSE120137,SRR7871778,GSM3394460,SRS3796557,SRX4710857,GSM3394460: Mouse_Lung_SH050; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,1599230465,15833965
GSE120137,SRR7871779,GSM3394461,SRS3796556,SRX4710858,GSM3394461: Mouse_Lung_SH051; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,1907123814,18882414
GSE120137,SRR7871780,GSM3394462,SRS3796558,SRX4710859,GSM3394462: Mouse_Lung_SH052; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,1684964820,16682820
GSE120137,SRR7871781,GSM3394463,SRS3796555,SRX4710860,GSM3394463: Mouse_Lung_SH053; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,748662197,7412497
GSE120137,SRR7871782,GSM3394464,SRS3796559,SRX4710861,GSM3394464: Mouse_Lung_SH054; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,1107317338,10963538
GSE120137,SRR7871783,GSM3394465,SRS3796560,SRX4710862,GSM3394465: Mouse_Lung_SH055; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,943930951,9345851
GSE120137,SRR7871784,GSM3394466,SRS3796561,SRX4710863,GSM3394466: Mouse_Lung_SH056; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,1038080121,10278021
GSE120137,SRR7871785,GSM3394467,SRS3796562,SRX4710864,GSM3394467: Mouse_Lung_SH057; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,1249065283,12366983
GSE120137,SRR7871786,GSM3394468,SRS3796563,SRX4710865,GSM3394468: Mouse_Lung_SH058; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,1051482013,10410713
GSE120137,SRR7871787,GSM3394469,SRS3796564,SRX4710866,GSM3394469: Mouse_Lung_SH059; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,1842715104,18244704
GSE120137,SRR7871788,GSM3394470,SRS3796565,SRX4710867,GSM3394470: Mouse_Lung_SH060; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,1360767647,13472947
GSE120137,SRR7871789,GSM3394471,SRS3796568,SRX4710868,GSM3394471: Mouse_Muscle_SH001; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,1206229769,11942869
GSE120137,SRR7871790,GSM3394472,SRS3796566,SRX4710869,GSM3394472: Mouse_Muscle_SH002; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,1465943290,14514290
GSE120137,SRR7871791,GSM3394473,SRS3796569,SRX4710870,GSM3394473: Mouse_Muscle_SH003; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,1432739742,14185542
GSE120137,SRR7871792,GSM3394474,SRS3796567,SRX4710871,GSM3394474: Mouse_Muscle_SH004; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,1181561529,11698629
GSE120137,SRR7871793,GSM3394475,SRS3796571,SRX4710872,GSM3394475: Mouse_Muscle_SH005; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,2094058553,20733253
GSE120137,SRR7871804,GSM3394486,SRS3796581,SRX4710883,GSM3394486: Mouse_Muscle_SH016; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,2508158553,24833253
GSE120137,SRR7871826,GSM3394508,SRS3796603,SRX4710905,GSM3394508: Mouse_Muscle_SH038; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,1332175961,13189861
GSE120137,SRR7871827,GSM3394509,SRS3796605,SRX4710906,GSM3394509: Mouse_Muscle_SH039; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,1648560481,16322381
GSE120137,SRR7871828,GSM3394510,SRS3796604,SRX4710907,GSM3394510: Mouse_Muscle_SH040; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,1441618450,14273450
GSE120137,SRR7871829,GSM3394511,SRS3796606,SRX4710908,GSM3394511: Mouse_Muscle_SH041; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,1681977745,16653245
GSE120137,SRR7871830,GSM3394512,SRS3796608,SRX4710909,GSM3394512: Mouse_Muscle_SH042; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,1860915001,18424901
GSE120137,SRR7871831,GSM3394513,SRS3796607,SRX4710910,GSM3394513: Mouse_Muscle_SH043; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,2067144780,20466780
GSE120137,SRR7871832,GSM3394514,SRS3796609,SRX4710911,GSM3394514: Mouse_Muscle_SH044; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,1882213073,18635773
GSE120137,SRR7871833,GSM3394515,SRS3796610,SRX4710912,GSM3394515: Mouse_Muscle_SH045; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,1930082629,19109729
