feature_id,feature_index
chr9:34485000-34489999,63779
chr18:64265000-64269999,25976
chr11:69580000-69584999,6783
chr7:70360000-70364999,57775
chr8:12385000-12389999,59833
chr6:23245000-23249999,52412
chr9:63140000-63144999,64897
chr10:103025000-103029999,23
chr11:96175000-96179999,8023
chr1:4495000-4499999,31821
chr13:36730000-36734999,12125
chr1:155740000-155744999,30075
chr5:131535000-131539999,48038
chr15:85575000-85579999,18737
chr17:28140000-28144999,22286
chr19:6125000-6129999,28680
chr6:64730000-64734999,53387
chr13:94870000-94874999,13813
chr19:59170000-59174999,28610
chr12:72945000-72949999,10265
chr12:67220000-67224999,10105
chr13:42710000-42714999,12306
chr13:42705000-42709999,12305
chr3:88200000-88204999,40887
chr15:99095000-99099999,19393
chr11:69235000-69239999,6749
chr10:42590000-42594999,1476
chr3:34650000-34654999,39918
chr2:109675000-109679999,33286
chr19:17835000-17839999,27032
chr12:108000000-108004999,8741
chr1:193035000-193039999,31203
chr11:69965000-69969999,6828
chr5:131305000-131309999,48030
chr1:3670000-3674999,31550
chr2:74655000-74659999,37637
chr2:63180000-63184999,37323
chr12:61520000-61524999,10053
chr10:50900000-50904999,1656
chr13:48655000-48659999,12575
chr14:46385000-46389999,15232
chr13:40705000-40709999,12226
chr9:69765000-69769999,65162
chr12:14150000-14154999,9246
chr19:45150000-45154999,27908
chr4:25795000-25799999,44647
chr14:48665000-48669999,15307
chr5:81020000-81024999,50667
chr2:147080000-147084999,34131
chr4:99655000-99659999,46175
chr6:49215000-49219999,53011
chr15:102965000-102969999,16724
chr2:180595000-180599999,35856
chr1:85145000-85149999,32620
chr14:56575000-56579999,15552
chr14:70075000-70079999,16034
chr6:77975000-77979999,53640
chr5:28455000-28459999,49419
chr9:71215000-71219999,65201
chr11:21990000-21994999,5237
chr1:19230000-19234999,31181
chr11:33200000-33204999,5421
chr7:133120000-133124999,55403
chr6:83700000-83704999,53759
chr13:98365000-98369999,13961
chr2:74690000-74694999,37644
chr17:69435000-69439999,23913
chr11:96005000-96009999,8006
