sample_id,title,age_days,age_weeks,raw_age_value,raw_age_unit,normalized_age_unit,age_unit_source,age_parse_warning,tissue,strain,sex,intervention,dataset_batch,assay,fastq_on_disk,parse_status,raw_source_name,raw_characteristics
GSM2465652,Liver_1wk_M02NB,7.0,1.0,1.0,weeks,weeks,parsed,,liver,C57BL/6 BABR,unknown,control,GSE93957,RRBS,True,ok,Liver_1wk,age: 1wk | tissue: Liver | strain: C57BL/6 BABR
GSM2465653,Lung_1wk_M02NB,7.0,1.0,1.0,weeks,weeks,parsed,,lung,C57BL/6 BABR,unknown,control,GSE93957,RRBS,True,ok,Lung_1wk,age: 1wk | tissue: Lung | strain: C57BL/6 BABR
GSM2465654,Cortex_1wk_M03NB,7.0,1.0,1.0,weeks,weeks,parsed,,brain_cortex,C57BL/6 BABR,unknown,control,GSE93957,RRBS,True,ok,Cortex_1wk,age: 1wk | tissue: Cortex | strain: C57BL/6 BABR
GSM2465655,Heart_1wk_M03NB,7.0,1.0,1.0,weeks,weeks,parsed,,heart,C57BL/6 BABR,unknown,control,GSE93957,RRBS,True,ok,Heart_1wk,age: 1wk | tissue: Heart | strain: C57BL/6 BABR
GSM2465656,Lung_1wk_M03NB,7.0,1.0,1.0,weeks,weeks,parsed,,lung,C57BL/6 BABR,unknown,control,GSE93957,RRBS,True,ok,Lung_1wk,age: 1wk | tissue: Lung | strain: C57BL/6 BABR
GSM2465657,Cortex_14wk_M0420525,98.0,14.0,14.0,weeks,weeks,parsed,,brain_cortex,C57BL/6 BABR,unknown,control,GSE93957,RRBS,True,ok,Cortex_14wk,age: 14wk | tissue: Cortex | strain: C57BL/6 BABR
GSM2465658,Heart_14wk_M0420525,98.0,14.0,14.0,weeks,weeks,parsed,,heart,C57BL/6 BABR,unknown,control,GSE93957,RRBS,True,ok,Heart_14wk,age: 14wk | tissue: Heart | strain: C57BL/6 BABR
GSM2465659,Liver_14wk_M0420525,98.0,14.0,14.0,weeks,weeks,parsed,,liver,C57BL/6 BABR,unknown,control,GSE93957,RRBS,True,ok,Liver_14wk,age: 14wk | tissue: Liver | strain: C57BL/6 BABR
GSM2465660,Lung_14wk_M0420525,98.0,14.0,14.0,weeks,weeks,parsed,,lung,C57BL/6 BABR,unknown,control,GSE93957,RRBS,True,ok,Lung_14wk,age: 14wk | tissue: Lung | strain: C57BL/6 BABR
GSM2465661,Cortex_14wk_M0420527,98.0,14.0,14.0,weeks,weeks,parsed,,brain_cortex,C57BL/6 BABR,unknown,control,GSE93957,RRBS,True,ok,Cortex_14wk,age: 14wk | tissue: Cortex | strain: C57BL/6 BABR
GSM2465662,Heart_14wk_M0420527,98.0,14.0,14.0,weeks,weeks,parsed,,heart,C57BL/6 BABR,unknown,control,GSE93957,RRBS,True,ok,Heart_14wk,age: 14wk | tissue: Heart | strain: C57BL/6 BABR
GSM2465663,Liver_14wk_M0420527,98.0,14.0,14.0,weeks,weeks,parsed,,liver,C57BL/6 BABR,unknown,control,GSE93957,RRBS,True,ok,Liver_14wk,age: 14wk | tissue: Liver | strain: C57BL/6 BABR
GSM2465664,Lung_14wk_M0420527,98.0,14.0,14.0,weeks,weeks,parsed,,lung,C57BL/6 BABR,unknown,control,GSE93957,RRBS,True,ok,Lung_14wk,age: 14wk | tissue: Lung | strain: C57BL/6 BABR
GSM2465665,Cortex_1wk_M04NB,7.0,1.0,1.0,weeks,weeks,parsed,,brain_cortex,C57BL/6 BABR,unknown,control,GSE93957,RRBS,True,ok,Cortex_1wk,age: 1wk | tissue: Cortex | strain: C57BL/6 BABR
GSM2465666,Heart_1wk_M04NB,7.0,1.0,1.0,weeks,weeks,parsed,,heart,C57BL/6 BABR,unknown,control,GSE93957,RRBS,True,ok,Heart_1wk,age: 1wk | tissue: Heart | strain: C57BL/6 BABR
GSM2465667,Liver_1wk_M04NB,7.0,1.0,1.0,weeks,weeks,parsed,,liver,C57BL/6 BABR,unknown,control,GSE93957,RRBS,True,ok,Liver_1wk,age: 1wk | tissue: Liver | strain: C57BL/6 BABR
GSM2465668,Lung_1wk_M04NB,7.0,1.0,1.0,weeks,weeks,parsed,,lung,C57BL/6 BABR,unknown,control,GSE93957,RRBS,True,ok,Lung_1wk,age: 1wk | tissue: Lung | strain: C57BL/6 BABR
GSM2465669,Cortex_27wk_M0512375,189.0,27.0,27.0,weeks,weeks,parsed,,brain_cortex,C57BL/6 BABR,unknown,control,GSE93957,RRBS,True,ok,Cortex_27wk,age: 27wk | tissue: Cortex | strain: C57BL/6 BABR
GSM2465670,Heart_27wk_M0512375,189.0,27.0,27.0,weeks,weeks,parsed,,heart,C57BL/6 BABR,unknown,control,GSE93957,RRBS,True,ok,Heart_27wk,age: 27wk | tissue: Heart | strain: C57BL/6 BABR
GSM2465671,Liver_27wk_M0512375,189.0,27.0,27.0,weeks,weeks,parsed,,liver,C57BL/6 BABR,unknown,control,GSE93957,RRBS,True,ok,Liver_27wk,age: 27wk | tissue: Liver | strain: C57BL/6 BABR
GSM2465672,Lung_27wk_M0512375,189.0,27.0,27.0,weeks,weeks,parsed,,lung,C57BL/6 BABR,unknown,control,GSE93957,RRBS,True,ok,Lung_27wk,age: 27wk | tissue: Lung | strain: C57BL/6 BABR
GSM2465673,Cortex_14wk_M0520522,98.0,14.0,14.0,weeks,weeks,parsed,,brain_cortex,C57BL/6 BABR,unknown,control,GSE93957,RRBS,True,ok,Cortex_14wk,age: 14wk | tissue: Cortex | strain: C57BL/6 BABR
GSM2465674,Heart_14wk_M0520522,98.0,14.0,14.0,weeks,weeks,parsed,,heart,C57BL/6 BABR,unknown,control,GSE93957,RRBS,True,ok,Heart_14wk,age: 14wk | tissue: Heart | strain: C57BL/6 BABR
GSM2465675,Liver_14wk_M0520522,98.0,14.0,14.0,weeks,weeks,parsed,,liver,C57BL/6 BABR,unknown,control,GSE93957,RRBS,True,ok,Liver_14wk,age: 14wk | tissue: Liver | strain: C57BL/6 BABR
GSM2465676,Lung_14wk_M0520522,98.0,14.0,14.0,weeks,weeks,parsed,,lung,C57BL/6 BABR,unknown,control,GSE93957,RRBS,True,ok,Lung_14wk,age: 14wk | tissue: Lung | strain: C57BL/6 BABR
GSM3426754,Br0603,182.52,26.074,6.0,months,months,parsed,,brain_cortex,C57BL/6,M,control,GSE121141,RRBS,True,ok,Cortex,"strain: C57BL/6 | gender: Male | age,months: 6 | genotype: Wild Type | tissue: Cortex"
GSM3426755,Br0607,182.52,26.074,6.0,months,months,parsed,,brain_cortex,C57BL/6,M,control,GSE121141,RRBS,True,ok,Cortex,"strain: C57BL/6 | gender: Male | age,months: 6 | genotype: Wild Type | tissue: Cortex"
GSM3426756,Br0608,182.52,26.074,6.0,months,months,parsed,,brain_cortex,C57BL/6,M,control,GSE121141,RRBS,True,ok,Cortex,"strain: C57BL/6 | gender: Male | age,months: 6 | genotype: Wild Type | tissue: Cortex"
GSM3426757,Br0609,182.52,26.074,6.0,months,months,parsed,,brain_cortex,C57BL/6,M,control,GSE121141,RRBS,True,ok,Cortex,"strain: C57BL/6 | gender: Male | age,months: 6 | genotype: Wild Type | tissue: Cortex"
GSM3426758,Br0610,182.52,26.074,6.0,months,months,parsed,,brain_cortex,C57BL/6,M,control,GSE121141,RRBS,True,ok,Cortex,"strain: C57BL/6 | gender: Male | age,months: 6 | genotype: Wild Type | tissue: Cortex"
GSM3426759,Br1203,365.04,52.149,12.0,months,months,parsed,,brain_cortex,C57BL/6,M,control,GSE121141,RRBS,True,ok,Cortex,"strain: C57BL/6 | gender: Male | age,months: 12 | genotype: Wild Type | tissue: Cortex"
GSM3426760,Br1204,365.04,52.149,12.0,months,months,parsed,,brain_cortex,C57BL/6,M,control,GSE121141,RRBS,True,ok,Cortex,"strain: C57BL/6 | gender: Male | age,months: 12 | genotype: Wild Type | tissue: Cortex"
GSM3426761,Br1207,365.04,52.149,12.0,months,months,parsed,,brain_cortex,C57BL/6,M,control,GSE121141,RRBS,True,ok,Cortex,"strain: C57BL/6 | gender: Male | age,months: 12 | genotype: Wild Type | tissue: Cortex"
GSM3426762,Br1208,365.04,52.149,12.0,months,months,parsed,,brain_cortex,C57BL/6,M,control,GSE121141,RRBS,True,ok,Cortex,"strain: C57BL/6 | gender: Male | age,months: 12 | genotype: Wild Type | tissue: Cortex"
GSM3426763,Br1209,365.04,52.149,12.0,months,months,parsed,,brain_cortex,C57BL/6,M,control,GSE121141,RRBS,True,ok,Cortex,"strain: C57BL/6 | gender: Male | age,months: 12 | genotype: Wild Type | tissue: Cortex"
GSM3426764,Br2003,608.4,86.914,20.0,months,months,parsed,,brain_cortex,C57BL/6,M,control,GSE121141,RRBS,True,ok,Cortex,"strain: C57BL/6 | gender: Male | age,months: 20 | genotype: Wild Type | tissue: Cortex"
GSM3426765,Br2004,608.4,86.914,20.0,months,months,parsed,,brain_cortex,C57BL/6,M,control,GSE121141,RRBS,True,ok,Cortex,"strain: C57BL/6 | gender: Male | age,months: 20 | genotype: Wild Type | tissue: Cortex"
GSM3426766,Br2005,608.4,86.914,20.0,months,months,parsed,,brain_cortex,C57BL/6,M,control,GSE121141,RRBS,True,ok,Cortex,"strain: C57BL/6 | gender: Male | age,months: 20 | genotype: Wild Type | tissue: Cortex"
GSM3426767,Br2006,608.4,86.914,20.0,months,months,parsed,,brain_cortex,C57BL/6,M,control,GSE121141,RRBS,True,ok,Cortex,"strain: C57BL/6 | gender: Male | age,months: 20 | genotype: Wild Type | tissue: Cortex"
GSM3426768,Br2010,608.4,86.914,20.0,months,months,parsed,,brain_cortex,C57BL/6,M,control,GSE121141,RRBS,True,ok,Cortex,"strain: C57BL/6 | gender: Male | age,months: 20 | genotype: Wild Type | tissue: Cortex"
GSM3426769,Br3003,912.6,130.371,30.0,months,months,parsed,,brain_cortex,C57BL/6,M,control,GSE121141,RRBS,True,ok,Cortex,"strain: C57BL/6 | gender: Male | age,months: 30 | genotype: Wild Type | tissue: Cortex"
GSM3426770,Br3004,912.6,130.371,30.0,months,months,parsed,,brain_cortex,C57BL/6,M,control,GSE121141,RRBS,True,ok,Cortex,"strain: C57BL/6 | gender: Male | age,months: 30 | genotype: Wild Type | tissue: Cortex"
GSM3426771,Br3008,912.6,130.371,30.0,months,months,parsed,,brain_cortex,C57BL/6,M,control,GSE121141,RRBS,True,ok,Cortex,"strain: C57BL/6 | gender: Male | age,months: 30 | genotype: Wild Type | tissue: Cortex"
GSM3426772,Br3009,912.6,130.371,30.0,months,months,parsed,,brain_cortex,C57BL/6,M,control,GSE121141,RRBS,True,ok,Cortex,"strain: C57BL/6 | gender: Male | age,months: 30 | genotype: Wild Type | tissue: Cortex"
GSM3426773,Br3010,912.6,130.371,30.0,months,months,parsed,,brain_cortex,C57BL/6,M,control,GSE121141,RRBS,True,ok,Cortex,"strain: C57BL/6 | gender: Male | age,months: 30 | genotype: Wild Type | tissue: Cortex"
GSM3426774,H0603,182.52,26.074,6.0,months,months,parsed,,heart,C57BL/6,M,control,GSE121141,RRBS,True,ok,Heart,"strain: C57BL/6 | gender: Male | age,months: 6 | genotype: Wild Type | tissue: Heart"
GSM3426775,H0607,182.52,26.074,6.0,months,months,parsed,,heart,C57BL/6,M,control,GSE121141,RRBS,True,ok,Heart,"strain: C57BL/6 | gender: Male | age,months: 6 | genotype: Wild Type | tissue: Heart"
GSM3426776,H0608,182.52,26.074,6.0,months,months,parsed,,heart,C57BL/6,M,control,GSE121141,RRBS,True,ok,Heart,"strain: C57BL/6 | gender: Male | age,months: 6 | genotype: Wild Type | tissue: Heart"
GSM3426777,H0609,182.52,26.074,6.0,months,months,parsed,,heart,C57BL/6,M,control,GSE121141,RRBS,True,ok,Heart,"strain: C57BL/6 | gender: Male | age,months: 6 | genotype: Wild Type | tissue: Heart"
GSM3426778,H0610,182.52,26.074,6.0,months,months,parsed,,heart,C57BL/6,M,control,GSE121141,RRBS,True,ok,Heart,"strain: C57BL/6 | gender: Male | age,months: 6 | genotype: Wild Type | tissue: Heart"
GSM3426779,H1003,304.2,43.457,10.0,months,months,parsed,,heart,C57BL/6,M,control,GSE121141,RRBS,True,ok,Heart,"strain: C57BL/6 | gender: Male | age,months: 10 | genotype: Wild Type | tissue: Heart"
GSM3426780,H1203,365.04,52.149,12.0,months,months,parsed,,heart,C57BL/6,M,control,GSE121141,RRBS,True,ok,Heart,"strain: C57BL/6 | gender: Male | age,months: 12 | genotype: Wild Type | tissue: Heart"
GSM3426781,H1204,365.04,52.149,12.0,months,months,parsed,,heart,C57BL/6,M,control,GSE121141,RRBS,True,ok,Heart,"strain: C57BL/6 | gender: Male | age,months: 12 | genotype: Wild Type | tissue: Heart"
GSM3426782,H1207,365.04,52.149,12.0,months,months,parsed,,heart,C57BL/6,M,control,GSE121141,RRBS,True,ok,Heart,"strain: C57BL/6 | gender: Male | age,months: 12 | genotype: Wild Type | tissue: Heart"
GSM3426783,H1208,365.04,52.149,12.0,months,months,parsed,,heart,C57BL/6,M,control,GSE121141,RRBS,True,ok,Heart,"strain: C57BL/6 | gender: Male | age,months: 12 | genotype: Wild Type | tissue: Heart"
GSM3426784,H1209,365.04,52.149,12.0,months,months,parsed,,heart,C57BL/6,M,control,GSE121141,RRBS,True,ok,Heart,"strain: C57BL/6 | gender: Male | age,months: 12 | genotype: Wild Type | tissue: Heart"
GSM3426785,H2003,608.4,86.914,20.0,months,months,parsed,,heart,C57BL/6,M,control,GSE121141,RRBS,True,ok,Heart,"strain: C57BL/6 | gender: Male | age,months: 20 | genotype: Wild Type | tissue: Heart"
GSM3426786,H2004,608.4,86.914,20.0,months,months,parsed,,heart,C57BL/6,M,control,GSE121141,RRBS,True,ok,Heart,"strain: C57BL/6 | gender: Male | age,months: 20 | genotype: Wild Type | tissue: Heart"
GSM3426787,H2005,608.4,86.914,20.0,months,months,parsed,,heart,C57BL/6,M,control,GSE121141,RRBS,True,ok,Heart,"strain: C57BL/6 | gender: Male | age,months: 20 | genotype: Wild Type | tissue: Heart"
GSM3426788,H2006,608.4,86.914,20.0,months,months,parsed,,heart,C57BL/6,M,control,GSE121141,RRBS,True,ok,Heart,"strain: C57BL/6 | gender: Male | age,months: 20 | genotype: Wild Type | tissue: Heart"
GSM3426789,H2010,608.4,86.914,20.0,months,months,parsed,,heart,C57BL/6,M,control,GSE121141,RRBS,True,ok,Heart,"strain: C57BL/6 | gender: Male | age,months: 20 | genotype: Wild Type | tissue: Heart"
GSM3426790,H3003,912.6,130.371,30.0,months,months,parsed,,heart,C57BL/6,M,control,GSE121141,RRBS,True,ok,Heart,"strain: C57BL/6 | gender: Male | age,months: 30 | genotype: Wild Type | tissue: Heart"
GSM3426791,H3004,912.6,130.371,30.0,months,months,parsed,,heart,C57BL/6,M,control,GSE121141,RRBS,True,ok,Heart,"strain: C57BL/6 | gender: Male | age,months: 30 | genotype: Wild Type | tissue: Heart"
GSM3426792,H3008,912.6,130.371,30.0,months,months,parsed,,heart,C57BL/6,M,control,GSE121141,RRBS,True,ok,Heart,"strain: C57BL/6 | gender: Male | age,months: 30 | genotype: Wild Type | tissue: Heart"
GSM3426793,H3009,912.6,130.371,30.0,months,months,parsed,,heart,C57BL/6,M,control,GSE121141,RRBS,True,ok,Heart,"strain: C57BL/6 | gender: Male | age,months: 30 | genotype: Wild Type | tissue: Heart"
GSM3426794,H3010,912.6,130.371,30.0,months,months,parsed,,heart,C57BL/6,M,control,GSE121141,RRBS,True,ok,Heart,"strain: C57BL/6 | gender: Male | age,months: 30 | genotype: Wild Type | tissue: Heart"
GSM3426795,L0603,182.52,26.074,6.0,months,months,parsed,,liver,C57BL/6,M,control,GSE121141,RRBS,True,ok,Liver,"strain: C57BL/6 | gender: Male | age,months: 6 | genotype: Wild Type | tissue: Liver"
GSM3426796,L0607,182.52,26.074,6.0,months,months,parsed,,liver,C57BL/6,M,control,GSE121141,RRBS,True,ok,Liver,"strain: C57BL/6 | gender: Male | age,months: 6 | genotype: Wild Type | tissue: Liver"
GSM3426797,L0608,182.52,26.074,6.0,months,months,parsed,,liver,C57BL/6,M,control,GSE121141,RRBS,True,ok,Liver,"strain: C57BL/6 | gender: Male | age,months: 6 | genotype: Wild Type | tissue: Liver"
GSM3426798,L0609,182.52,26.074,6.0,months,months,parsed,,liver,C57BL/6,M,control,GSE121141,RRBS,True,ok,Liver,"strain: C57BL/6 | gender: Male | age,months: 6 | genotype: Wild Type | tissue: Liver"
GSM3426799,L0610,182.52,26.074,6.0,months,months,parsed,,liver,C57BL/6,M,control,GSE121141,RRBS,True,ok,Liver,"strain: C57BL/6 | gender: Male | age,months: 6 | genotype: Wild Type | tissue: Liver"
GSM3426800,L1003,304.2,43.457,10.0,months,months,parsed,,liver,C57BL/6,M,control,GSE121141,RRBS,True,ok,Liver,"strain: C57BL/6 | gender: Male | age,months: 10 | genotype: Wild Type | tissue: Liver"
GSM3426801,L1203,365.04,52.149,12.0,months,months,parsed,,liver,C57BL/6,M,control,GSE121141,RRBS,True,ok,Liver,"strain: C57BL/6 | gender: Male | age,months: 12 | genotype: Wild Type | tissue: Liver"
GSM3426802,L1204,365.04,52.149,12.0,months,months,parsed,,liver,C57BL/6,M,control,GSE121141,RRBS,True,ok,Liver,"strain: C57BL/6 | gender: Male | age,months: 12 | genotype: Wild Type | tissue: Liver"
GSM3426803,L1207,365.04,52.149,12.0,months,months,parsed,,liver,C57BL/6,M,control,GSE121141,RRBS,True,ok,Liver,"strain: C57BL/6 | gender: Male | age,months: 12 | genotype: Wild Type | tissue: Liver"
GSM3426804,L1208,365.04,52.149,12.0,months,months,parsed,,liver,C57BL/6,M,control,GSE121141,RRBS,True,ok,Liver,"strain: C57BL/6 | gender: Male | age,months: 12 | genotype: Wild Type | tissue: Liver"
GSM3426805,L1209,365.04,52.149,12.0,months,months,parsed,,liver,C57BL/6,M,control,GSE121141,RRBS,True,ok,Liver,"strain: C57BL/6 | gender: Male | age,months: 12 | genotype: Wild Type | tissue: Liver"
GSM3426806,L2003,608.4,86.914,20.0,months,months,parsed,,liver,C57BL/6,M,control,GSE121141,RRBS,True,ok,Liver,"strain: C57BL/6 | gender: Male | age,months: 20 | genotype: Wild Type | tissue: Liver"
GSM3426807,L2004,608.4,86.914,20.0,months,months,parsed,,liver,C57BL/6,M,control,GSE121141,RRBS,True,ok,Liver,"strain: C57BL/6 | gender: Male | age,months: 20 | genotype: Wild Type | tissue: Liver"
GSM3426808,L2005,608.4,86.914,20.0,months,months,parsed,,liver,C57BL/6,M,control,GSE121141,RRBS,True,ok,Liver,"strain: C57BL/6 | gender: Male | age,months: 20 | genotype: Wild Type | tissue: Liver"
GSM3426809,L2006,608.4,86.914,20.0,months,months,parsed,,liver,C57BL/6,M,control,GSE121141,RRBS,True,ok,Liver,"strain: C57BL/6 | gender: Male | age,months: 20 | genotype: Wild Type | tissue: Liver"
GSM3426810,L2010,608.4,86.914,20.0,months,months,parsed,,liver,C57BL/6,M,control,GSE121141,RRBS,True,ok,Liver,"strain: C57BL/6 | gender: Male | age,months: 20 | genotype: Wild Type | tissue: Liver"
GSM3426811,L3003,912.6,130.371,30.0,months,months,parsed,,liver,C57BL/6,M,control,GSE121141,RRBS,True,ok,Liver,"strain: C57BL/6 | gender: Male | age,months: 30 | genotype: Wild Type | tissue: Liver"
GSM3426812,L3008,912.6,130.371,30.0,months,months,parsed,,liver,C57BL/6,M,control,GSE121141,RRBS,True,ok,Liver,"strain: C57BL/6 | gender: Male | age,months: 30 | genotype: Wild Type | tissue: Liver"
GSM3426813,L3009,912.6,130.371,30.0,months,months,parsed,,liver,C57BL/6,M,control,GSE121141,RRBS,True,ok,Liver,"strain: C57BL/6 | gender: Male | age,months: 30 | genotype: Wild Type | tissue: Liver"
GSM3426814,L3010,912.6,130.371,30.0,months,months,parsed,,liver,C57BL/6,M,control,GSE121141,RRBS,True,ok,Liver,"strain: C57BL/6 | gender: Male | age,months: 30 | genotype: Wild Type | tissue: Liver"
GSM3426815,Lu0603,182.52,26.074,6.0,months,months,parsed,,lung,C57BL/6,M,control,GSE121141,RRBS,True,ok,Lung,"strain: C57BL/6 | gender: Male | age,months: 6 | genotype: Wild Type | tissue: Lung"
GSM3426816,Lu0607,182.52,26.074,6.0,months,months,parsed,,lung,C57BL/6,M,control,GSE121141,RRBS,True,ok,Lung,"strain: C57BL/6 | gender: Male | age,months: 6 | genotype: Wild Type | tissue: Lung"
GSM3426817,Lu0608,182.52,26.074,6.0,months,months,parsed,,lung,C57BL/6,M,control,GSE121141,RRBS,True,ok,Lung,"strain: C57BL/6 | gender: Male | age,months: 6 | genotype: Wild Type | tissue: Lung"
GSM3426818,Lu0609,182.52,26.074,6.0,months,months,parsed,,lung,C57BL/6,M,control,GSE121141,RRBS,True,ok,Lung,"strain: C57BL/6 | gender: Male | age,months: 6 | genotype: Wild Type | tissue: Lung"
GSM3426819,Lu0610,182.52,26.074,6.0,months,months,parsed,,lung,C57BL/6,M,control,GSE121141,RRBS,True,ok,Lung,"strain: C57BL/6 | gender: Male | age,months: 6 | genotype: Wild Type | tissue: Lung"
GSM3426820,Lu1203,365.04,52.149,12.0,months,months,parsed,,lung,C57BL/6,M,control,GSE121141,RRBS,True,ok,Lung,"strain: C57BL/6 | gender: Male | age,months: 12 | genotype: Wild Type | tissue: Lung"
GSM3426821,Lu1204,365.04,52.149,12.0,months,months,parsed,,lung,C57BL/6,M,control,GSE121141,RRBS,True,ok,Lung,"strain: C57BL/6 | gender: Male | age,months: 12 | genotype: Wild Type | tissue: Lung"
GSM3426822,Lu1207,365.04,52.149,12.0,months,months,parsed,,lung,C57BL/6,M,control,GSE121141,RRBS,True,ok,Lung,"strain: C57BL/6 | gender: Male | age,months: 12 | genotype: Wild Type | tissue: Lung"
GSM3426823,Lu1208,365.04,52.149,12.0,months,months,parsed,,lung,C57BL/6,M,control,GSE121141,RRBS,True,ok,Lung,"strain: C57BL/6 | gender: Male | age,months: 12 | genotype: Wild Type | tissue: Lung"
GSM3426824,Lu1209,365.04,52.149,12.0,months,months,parsed,,lung,C57BL/6,M,control,GSE121141,RRBS,True,ok,Lung,"strain: C57BL/6 | gender: Male | age,months: 12 | genotype: Wild Type | tissue: Lung"
GSM3426825,Lu2003,608.4,86.914,20.0,months,months,parsed,,lung,C57BL/6,M,control,GSE121141,RRBS,True,ok,Lung,"strain: C57BL/6 | gender: Male | age,months: 20 | genotype: Wild Type | tissue: Lung"
GSM3426826,Lu2004,608.4,86.914,20.0,months,months,parsed,,lung,C57BL/6,M,control,GSE121141,RRBS,True,ok,Lung,"strain: C57BL/6 | gender: Male | age,months: 20 | genotype: Wild Type | tissue: Lung"
GSM3426827,Lu2005,608.4,86.914,20.0,months,months,parsed,,lung,C57BL/6,M,control,GSE121141,RRBS,True,ok,Lung,"strain: C57BL/6 | gender: Male | age,months: 20 | genotype: Wild Type | tissue: Lung"
GSM3426828,Lu2006,608.4,86.914,20.0,months,months,parsed,,lung,C57BL/6,M,control,GSE121141,RRBS,True,ok,Lung,"strain: C57BL/6 | gender: Male | age,months: 20 | genotype: Wild Type | tissue: Lung"
GSM3426829,Lu2010,608.4,86.914,20.0,months,months,parsed,,lung,C57BL/6,M,control,GSE121141,RRBS,True,ok,Lung,"strain: C57BL/6 | gender: Male | age,months: 20 | genotype: Wild Type | tissue: Lung"
GSM3426830,Lu3003,912.6,130.371,30.0,months,months,parsed,,lung,C57BL/6,M,control,GSE121141,RRBS,True,ok,Lung,"strain: C57BL/6 | gender: Male | age,months: 30 | genotype: Wild Type | tissue: Lung"
GSM3426831,Lu3004,912.6,130.371,30.0,months,months,parsed,,lung,C57BL/6,M,control,GSE121141,RRBS,True,ok,Lung,"strain: C57BL/6 | gender: Male | age,months: 30 | genotype: Wild Type | tissue: Lung"
GSM3426832,Lu3008,912.6,130.371,30.0,months,months,parsed,,lung,C57BL/6,M,control,GSE121141,RRBS,True,ok,Lung,"strain: C57BL/6 | gender: Male | age,months: 30 | genotype: Wild Type | tissue: Lung"
GSM3426833,Lu3009,912.6,130.371,30.0,months,months,parsed,,lung,C57BL/6,M,control,GSE121141,RRBS,True,ok,Lung,"strain: C57BL/6 | gender: Male | age,months: 30 | genotype: Wild Type | tissue: Lung"
GSM3426834,Lu3010,912.6,130.371,30.0,months,months,parsed,,lung,C57BL/6,M,control,GSE121141,RRBS,True,ok,Lung,"strain: C57BL/6 | gender: Male | age,months: 30 | genotype: Wild Type | tissue: Lung"
GSM1463666,RRBS_12_Mouse_Liver_F_1w_NORMAL,7.0,1.0,1.0,weeks,weeks,parsed,,liver,C57/bl,F,control,GSE60012,RRBS,True,ok,Liver,tissue: Liver | strain: C57/bl | gender: F | age: 1w | condition: NORMAL
GSM1463667,RRBS_15_Mouse_Liver_F_1w_NORMAL,7.0,1.0,1.0,weeks,weeks,parsed,,liver,C57/bl,F,control,GSE60012,RRBS,True,ok,Liver,tissue: Liver | strain: C57/bl | gender: F | age: 1w | condition: NORMAL
GSM1463668,RRBS_16_Mouse_Liver_F_1w_NORMAL,7.0,1.0,1.0,weeks,weeks,parsed,,liver,C57/bl,F,control,GSE60012,RRBS,True,ok,Liver,tissue: Liver | strain: C57/bl | gender: F | age: 1w | condition: NORMAL
GSM1463669,RRBS_17_Mouse_Liver_F_1w_NORMAL,7.0,1.0,1.0,weeks,weeks,parsed,,liver,C57/bl,F,control,GSE60012,RRBS,True,ok,Liver,tissue: Liver | strain: C57/bl | gender: F | age: 1w | condition: NORMAL
GSM1463670,RRBS_18_Mouse_Liver_F_1w_NORMAL,7.0,1.0,1.0,weeks,weeks,parsed,,liver,C57/bl,F,control,GSE60012,RRBS,True,ok,Liver,tissue: Liver | strain: C57/bl | gender: F | age: 1w | condition: NORMAL
GSM1463671,RRBS_22_Mouse_Liver_F_20w_NORMAL,140.0,20.0,20.0,weeks,weeks,parsed,,liver,C57/bl,F,control,GSE60012,RRBS,True,ok,Liver,tissue: Liver | strain: C57/bl | gender: F | age: 20w | condition: NORMAL
GSM1463672,RRBS_25_Mouse_Liver_F_20w_NORMAL,140.0,20.0,20.0,weeks,weeks,parsed,,liver,C57/bl,F,control,GSE60012,RRBS,True,ok,Liver,tissue: Liver | strain: C57/bl | gender: F | age: 20w | condition: NORMAL
GSM1463673,RRBS_27_Mouse_Liver_F_20w_NORMAL,140.0,20.0,20.0,weeks,weeks,parsed,,liver,C57/bl,F,control,GSE60012,RRBS,True,ok,Liver,tissue: Liver | strain: C57/bl | gender: F | age: 20w | condition: NORMAL
GSM1463674,RRBS_30_Mouse_Liver_F_20w_NORMAL,140.0,20.0,20.0,weeks,weeks,parsed,,liver,C57/bl,F,control,GSE60012,RRBS,True,ok,Liver,tissue: Liver | strain: C57/bl | gender: F | age: 20w | condition: NORMAL
GSM1463675,RRBS_32_Mouse_Liver_F_20w_NORMAL,140.0,20.0,20.0,weeks,weeks,parsed,,liver,C57/bl,F,control,GSE60012,RRBS,True,ok,Liver,tissue: Liver | strain: C57/bl | gender: F | age: 20w | condition: NORMAL
GSM1463676,RRBS_33_Mouse_Liver_F_20w_NORMAL,140.0,20.0,20.0,weeks,weeks,parsed,,liver,C57/bl,F,control,GSE60012,RRBS,True,ok,Liver,tissue: Liver | strain: C57/bl | gender: F | age: 20w | condition: NORMAL
GSM1463677,RRBS_36_Mouse_Liver_F_20w_NORMAL,140.0,20.0,20.0,weeks,weeks,parsed,,liver,C57/bl,F,control,GSE60012,RRBS,True,ok,Liver,tissue: Liver | strain: C57/bl | gender: F | age: 20w | condition: NORMAL
GSM1463678,RRBS_37_Mouse_Liver_F_20w_NORMAL,140.0,20.0,20.0,weeks,weeks,parsed,,liver,C57/bl,F,control,GSE60012,RRBS,True,ok,Liver,tissue: Liver | strain: C57/bl | gender: F | age: 20w | condition: NORMAL
