age_weeks,characteristics,dataset,intervention_guess,raw_age_token,raw_age_unit,sample_id,source_name,tissue_guess,title
104.297,tissue: Upper small Intestine  epithelium | cell line: Organoid | cell type: P10 | genotype: Lgr5-EGFP-IRES-creERT41 | treatment: None,GSE295059,drug,24mo,mo,GSM8941324,Upper small Intestine  epithelium,intestine,P11CT285
104.297,tissue: Upper small Intestine  epithelium | cell line: Organoid | cell type: P11 | genotype: Lgr5-EGFP-IRES-creERT42 | treatment: None,GSE295059,drug,24mo,mo,GSM8941325,Upper small Intestine  epithelium,intestine,P12_283_ctrl
104.297,tissue: Upper small Intestine  epithelium | cell line: Organoid | cell type: P11 | genotype: Lgr5-EGFP-IRES-creERT43 | treatment: None,GSE295059,drug,24mo,mo,GSM8941326,Upper small Intestine  epithelium,intestine,P12_285_ctrl
104.297,tissue: Upper small Intestine  epithelium | cell line: Organoid | cell type: P12 | genotype: Lgr5-EGFP-IRES-creERT44 | treatment: None,GSE295059,drug,24mo,mo,GSM8941327,Upper small Intestine  epithelium,intestine,P13_283_ctrl
104.297,tissue: Upper small Intestine  epithelium | cell line: Organoid | cell type: P12 | genotype: Lgr5-EGFP-IRES-creERT45 | treatment: None,GSE295059,drug,24mo,mo,GSM8941328,Upper small Intestine  epithelium,intestine,P13_285_ctrl
104.297,tissue: Upper small Intestine  epithelium | cell line: Organoid | cell type: P13 | genotype: Lgr5-EGFP-IRES-creERT46 | treatment: None,GSE295059,drug,24mo,mo,GSM8941329,Upper small Intestine  epithelium,intestine,P14_24mo
104.297,tissue: Upper small Intestine  epithelium | cell line: Organoid | cell type: P13 | genotype: Lgr5-EGFP-IRES-creERT47 | treatment: None,GSE295059,drug,24mo,mo,GSM8941330,Upper small Intestine  epithelium,intestine,P14_283_ctrl
104.297,tissue: Upper small Intestine  epithelium | cell line: Organoid | cell type: P13 | genotype: Lgr5-EGFP-IRES-creERT48 | treatment: None,GSE295059,drug,24mo,mo,GSM8941331,Upper small Intestine  epithelium,intestine,P14_285_ctrl
17.383,tissue: Upper small Intestine  epithelium | cell line: Organoid | cell type: P13 | genotype: Lgr5-EGFP-IRES-creERT49 | treatment: None,GSE295059,drug,4mo,mo,GSM8941332,Upper small Intestine  epithelium,intestine,P14_4mo
104.297,tissue: Upper small Intestine  epithelium | cell line: Organoid | cell type: P24 | genotype: Lgr5-EGFP-IRES-creERT50 | treatment: None,GSE295059,drug,24mo,mo,GSM8941333,Upper small Intestine  epithelium,intestine,P25_24mo
17.383,tissue: Upper small Intestine  epithelium | cell line: Organoid | cell type: P24 | genotype: Lgr5-EGFP-IRES-creERT51 | treatment: None,GSE295059,drug,4mo,mo,GSM8941334,Upper small Intestine  epithelium,intestine,P25_4mo
104.297,tissue: Upper small Intestine  epithelium | cell line: Organoid | cell type: P27 | genotype: Lgr5-EGFP-IRES-creERT52 | treatment: None,GSE295059,drug,24mo,mo,GSM8941335,Upper small Intestine  epithelium,intestine,Org_USI_P28_24mo_1
104.297,tissue: Upper small Intestine  epithelium | cell line: Organoid | cell type: P27 | genotype: Lgr5-EGFP-IRES-creERT53 | treatment: None,GSE295059,drug,24mo,mo,GSM8941336,Upper small Intestine  epithelium,intestine,Org_USI_P28_24mo
104.297,tissue: Upper small Intestine  epithelium | cell line: Organoid | cell type: P27 | genotype: Lgr5-EGFP-IRES-creERT54 | treatment: None,GSE295059,drug,24mo,mo,GSM8941337,Upper small Intestine  epithelium,intestine,P28_283_24mo
104.297,tissue: Upper small Intestine  epithelium | cell line: Organoid | cell type: P27 | genotype: Lgr5-EGFP-IRES-creERT55 | treatment: None,GSE295059,drug,24mo,mo,GSM8941338,Upper small Intestine  epithelium,intestine,P28_285_24mo
17.383,tissue: Upper small Intestine  epithelium | cell line: Organoid | cell type: P27 | genotype: Lgr5-EGFP-IRES-creERT56 | treatment: None,GSE295059,drug,4mo,mo,GSM8941339,Upper small Intestine  epithelium,intestine,Org_USI_P28_4mo_1
17.383,tissue: Upper small Intestine  epithelium | cell line: Organoid | cell type: P27 | genotype: Lgr5-EGFP-IRES-creERT57 | treatment: None,GSE295059,drug,4mo,mo,GSM8941340,Upper small Intestine  epithelium,intestine,Org_USI_P28_4mo
104.297,tissue: Upper small Intestine  epithelium | cell line: Organoid | cell type: P2 | genotype: Lgr5-EGFP-IRES-creERT58 | treatment: None,GSE295059,drug,24mo,mo,GSM8941341,Upper small Intestine  epithelium,intestine,P3_24mo
104.297,tissue: Upper small Intestine  epithelium | cell line: Organoid | cell type: P2 | genotype: Lgr5-EGFP-IRES-creERT59 | treatment: None,GSE295059,drug,24mo,mo,GSM8941342,Upper small Intestine  epithelium,intestine,P3_283_ctrl
104.297,tissue: Upper small Intestine  epithelium | cell line: Organoid | cell type: P2 | genotype: Lgr5-EGFP-IRES-creERT60 | treatment: None,GSE295059,drug,24mo,mo,GSM8941343,Upper small Intestine  epithelium,intestine,P3_285_ctrl
104.297,tissue: Upper small Intestine  epithelium | cell line: Organoid | cell type: P2 | genotype: Lgr5-EGFP-IRES-creERT61 | treatment: None,GSE295059,drug,24mo,mo,GSM8941344,Upper small Intestine  epithelium,intestine,P3_4mo
104.297,tissue: Upper small Intestine  epithelium | cell line: Organoid | cell type: P3 | genotype: Lgr5-EGFP-IRES-creERT62 | treatment: None,GSE295059,drug,24mo,mo,GSM8941345,Upper small Intestine  epithelium,intestine,P4_283_ctrl
104.297,tissue: Upper small Intestine  epithelium | cell line: Organoid | cell type: P3 | genotype: Lgr5-EGFP-IRES-creERT63 | treatment: None,GSE295059,drug,24mo,mo,GSM8941346,Upper small Intestine  epithelium,intestine,P4_285_ctrl
104.297,tissue: Upper small Intestine  epithelium | cell line: Organoid | cell type: P5 | genotype: Lgr5-EGFP-IRES-creERT64 | treatment: None,GSE295059,drug,24mo,mo,GSM8941347,Upper small Intestine  epithelium,intestine,P5_283_ctrl
104.297,tissue: Upper small Intestine  epithelium | cell line: Organoid | cell type: P5 | genotype: Lgr5-EGFP-IRES-creERT65 | treatment: None,GSE295059,drug,24mo,mo,GSM8941348,Upper small Intestine  epithelium,intestine,P5_285_ctrl
17.383,tissue: Colon  epithelium | cell line: Organoid | cell type: P13 | genotype: Lgr5-EGFP-IRES-creERT66 | treatment: None,GSE295059,drug,4mo,mo,GSM8941349,Colon  epithelium,intestine,Org_COL_4mo_14p
17.383,tissue: Colon  epithelium | cell line: Organoid | cell type: P2 | genotype: Lgr5-EGFP-IRES-creERT67 | treatment: None,GSE295059,drug,4mo,mo,GSM8941350,Colon  epithelium,intestine,Org_COL_4mo_3p
17.383,tissue: Lower small Intestine  epithelium | cell line: Organoid | cell type: P13 | genotype: Lgr5-EGFP-IRES-creERT68 | treatment: None,GSE295059,drug,4mo,mo,GSM8941351,Lower small Intestine  epithelium,intestine,Org_LSI_4mo_14p
17.383,tissue: Lower small Intestine  epithelium | cell line: Organoid | cell type: P2 | genotype: Lgr5-EGFP-IRES-creERT69 | treatment: None,GSE295059,drug,4mo,mo,GSM8941352,Lower small Intestine  epithelium,intestine,Org_LSI_4mo_3p
17.383,tissue: Upper small Intestine  epithelium | cell line: Organoid | cell type: P13 | genotype: Lgr5-EGFP-IRES-creERT70 | treatment: None,GSE295059,drug,4mo,mo,GSM8941353,Upper small Intestine  epithelium,intestine,Org_USI_4mo_14p
17.383,tissue: Upper small Intestine  epithelium | cell line: Organoid | cell type: P2 | genotype: Lgr5-EGFP-IRES-creERT71 | treatment: None,GSE295059,drug,4mo,mo,GSM8941354,Upper small Intestine  epithelium,intestine,Org_USI_4mo_3p
,tissue: Heart | cell type: Cardiomyocytes | genotype: Wildtype,GSE281602,,,,GSM8624622,Heart,heart,"4-mo, female, replicate1"
,tissue: Heart | cell type: Cardiomyocytes | genotype: Wildtype,GSE281602,,,,GSM8624623,Heart,heart,"4-mo, female, replicate2"
,tissue: Heart | cell type: Cardiomyocytes | genotype: Wildtype,GSE281602,,,,GSM8624624,Heart,heart,"4-mo, male, replicate1"
,tissue: Heart | cell type: Cardiomyocytes | genotype: Wildtype,GSE281602,,,,GSM8624625,Heart,heart,"4-mo, male, replicate2"
,tissue: Heart | cell type: Cardiomyocytes | genotype: Wildtype,GSE281602,,,,GSM8624626,Heart,heart,"28-mo, female, replicate1"
,tissue: Heart | cell type: Cardiomyocytes | genotype: Wildtype,GSE281602,,,,GSM8624627,Heart,heart,"28-mo, female, replicate2"
,tissue: Heart | cell type: Cardiomyocytes | genotype: Wildtype,GSE281602,,,,GSM8624628,Heart,heart,"28-mo, male, replicate1"
,tissue: Heart | cell type: Cardiomyocytes | genotype: Wildtype,GSE281602,,,,GSM8624629,Heart,heart,"28-mo, male, replicate2"
17.383,cell type: Murine bone marrow derived primary HSCs | cell surface marker: SP-KSL-CD150+ | strain: C57BL/6,GSE47815,,4 month,month,GSM1160012,4 month Hematopoietic Stem Cells,hsc_bone_marrow,m04_b3
17.383,cell type: Murine bone marrow derived primary HSCs | cell surface marker: SP-KSL-CD150+ | strain: C57BL/6,GSE47815,,4 month,month,GSM1160013,4 month Hematopoietic Stem Cells,hsc_bone_marrow,m04_b4l1
17.383,cell type: Murine bone marrow derived primary HSCs | cell surface marker: SP-KSL-CD150+ | strain: C57BL/6,GSE47815,,4 month,month,GSM1160014,4 month Hematopoietic Stem Cells,hsc_bone_marrow,m04_b4l2
17.383,cell type: Murine bone marrow derived primary HSCs | cell surface marker: SP-KSL-CD150+ | strain: C57BL/6,GSE47815,,4 month,month,GSM1160015,4 month Hematopoietic Stem Cells,hsc_bone_marrow,m04_b5
17.383,cell type: Murine bone marrow derived primary HSCs | cell surface marker: SP-KSL-CD150+ | strain: C57BL/6,GSE47815,,4 month,month,GSM1160016,4 month Hematopoietic Stem Cells,hsc_bone_marrow,m04_b6l1
17.383,cell type: Murine bone marrow derived primary HSCs | cell surface marker: SP-KSL-CD150+ | strain: C57BL/6,GSE47815,,4 month,month,GSM1160017,4 month Hematopoietic Stem Cells,hsc_bone_marrow,m04_b6l2
17.383,cell type: Murine bone marrow derived primary HSCs | cell surface marker: SP-KSL-CD150+ | strain: C57BL/6,GSE47815,,4 month,month,GSM1160018,4 month Hematopoietic Stem Cells,hsc_bone_marrow,m04_b6l3
104.297,cell type: Murine bone marrow derived primary HSCs | cell surface marker: SP-KSL-CD150+ | strain: C57BL/6,GSE47815,,24 month,month,GSM1160019,24 month Hematopoietic Stem Cells,hsc_bone_marrow,m24_b3
104.297,cell type: Murine bone marrow derived primary HSCs | cell surface marker: SP-KSL-CD150+ | strain: C57BL/6,GSE47815,,24 month,month,GSM1160020,24 month Hematopoietic Stem Cells,hsc_bone_marrow,m24_b4l1
104.297,cell type: Murine bone marrow derived primary HSCs | cell surface marker: SP-KSL-CD150+ | strain: C57BL/6,GSE47815,,24 month,month,GSM1160021,24 month Hematopoietic Stem Cells,hsc_bone_marrow,m24_b4l2
104.297,cell type: Murine bone marrow derived primary HSCs | cell surface marker: SP-KSL-CD150+ | strain: C57BL/6,GSE47815,,24 month,month,GSM1160022,24 month Hematopoietic Stem Cells,hsc_bone_marrow,m24_b5
104.297,cell type: Murine bone marrow derived primary HSCs | cell surface marker: SP-KSL-CD150+ | strain: C57BL/6,GSE47815,,24 month,month,GSM1160023,24 month Hematopoietic Stem Cells,hsc_bone_marrow,m24_b6l1
104.297,cell type: Murine bone marrow derived primary HSCs | cell surface marker: SP-KSL-CD150+ | strain: C57BL/6,GSE47815,,24 month,month,GSM1160024,24 month Hematopoietic Stem Cells,hsc_bone_marrow,m24_b6l2
13.037,tissue: Hippocampus | genotype: C57BL/6J/Ukj | Sex: Male | age: 3 Months,GSE304754,,age: 3 Mo,mo,GSM9156334,Hippocampus,brain,"Hippocampus, 3 Months, Rep4"
13.037,tissue: Hippocampus | genotype: C57BL/6J/Ukj | Sex: Male | age: 3 Months,GSE304754,,age: 3 Mo,mo,GSM9156335,Hippocampus,brain,"Hippocampus, 3 Months, Rep8"
13.037,tissue: Hippocampus | genotype: C57BL/6J/Ukj | Sex: Male | age: 3 Months,GSE304754,,age: 3 Mo,mo,GSM9156336,Hippocampus,brain,"Hippocampus, 3 Months, Rep9"
13.037,tissue: Hippocampus | genotype: C57BL/6J/Ukj | Sex: Male | age: 3 Months,GSE304754,,age: 3 Mo,mo,GSM9156337,Hippocampus,brain,"Hippocampus, 3 Months, Rep1"
13.037,tissue: Hippocampus | genotype: C57BL/6J/Ukj | Sex: Male | age: 3 Months,GSE304754,,age: 3 Mo,mo,GSM9156338,Hippocampus,brain,"Hippocampus, 3 Months, Rep2"
13.037,tissue: Hippocampus | genotype: C57BL/6J/Ukj | Sex: Male | age: 3 Months,GSE304754,,age: 3 Mo,mo,GSM9156339,Hippocampus,brain,"Hippocampus, 3 Months, Rep7"
13.037,tissue: Hippocampus | genotype: C57BL/6J/Ukj | Sex: Male | age: 3 Months,GSE304754,,age: 3 Mo,mo,GSM9156340,Hippocampus,brain,"Hippocampus, 3 Months, Rep3"
13.037,tissue: Hippocampus | genotype: C57BL/6J/Ukj | Sex: Male | age: 3 Months,GSE304754,,age: 3 Mo,mo,GSM9156341,Hippocampus,brain,"Hippocampus, 3 Months, Rep5"
13.037,tissue: Hippocampus | genotype: C57BL/6J/Ukj | Sex: Male | age: 3 Months,GSE304754,,age: 3 Mo,mo,GSM9156342,Hippocampus,brain,"Hippocampus, 3 Months, Rep6"
13.037,tissue: Hippocampus | genotype: C57BL/6J/Ukj | Sex: Male | age: 3 Months,GSE304754,,age: 3 Mo,mo,GSM9156343,Hippocampus,brain,"Hippocampus, 3 Months, Rep14"
13.037,tissue: Hippocampus | genotype: C57BL/6J/Ukj | Sex: Male | age: 3 Months,GSE304754,,age: 3 Mo,mo,GSM9156344,Hippocampus,brain,"Hippocampus, 3 Months, Rep15"
13.037,tissue: Hippocampus | genotype: C57BL/6J/Ukj | Sex: Male | age: 3 Months,GSE304754,,age: 3 Mo,mo,GSM9156345,Hippocampus,brain,"Hippocampus, 3 Months, Rep13"
13.037,tissue: Hippocampus | genotype: C57BL/6J/Ukj | Sex: Male | age: 3 Months,GSE304754,,age: 3 Mo,mo,GSM9156346,Hippocampus,brain,"Hippocampus, 3 Months, Rep16"
13.037,tissue: Hippocampus | genotype: C57BL/6J/Ukj | Sex: Male | age: 3 Months,GSE304754,,age: 3 Mo,mo,GSM9156347,Hippocampus,brain,"Hippocampus, 3 Months, Rep10"
13.037,tissue: Hippocampus | genotype: C57BL/6J/Ukj | Sex: Male | age: 3 Months,GSE304754,,age: 3 Mo,mo,GSM9156348,Hippocampus,brain,"Hippocampus, 3 Months, Rep11"
13.037,tissue: Hippocampus | genotype: C57BL/6J/Ukj | Sex: Male | age: 3 Months,GSE304754,,age: 3 Mo,mo,GSM9156349,Hippocampus,brain,"Hippocampus, 3 Months, Rep12"
39.111,tissue: Hippocampus | genotype: C57BL/6J/Ukj | Sex: Male | age: 9 Months,GSE304754,,age: 9 Mo,mo,GSM9156350,Hippocampus,brain,"Hippocampus, 9 Months, Rep3"
39.111,tissue: Hippocampus | genotype: C57BL/6J/Ukj | Sex: Male | age: 9 Months,GSE304754,,age: 9 Mo,mo,GSM9156351,Hippocampus,brain,"Hippocampus, 9 Months, Rep6"
39.111,tissue: Hippocampus | genotype: C57BL/6J/Ukj | Sex: Male | age: 9 Months,GSE304754,,age: 9 Mo,mo,GSM9156352,Hippocampus,brain,"Hippocampus, 9 Months, Rep9"
39.111,tissue: Hippocampus | genotype: C57BL/6J/Ukj | Sex: Male | age: 9 Months,GSE304754,,age: 9 Mo,mo,GSM9156353,Hippocampus,brain,"Hippocampus, 9 Months, Rep1"
39.111,tissue: Hippocampus | genotype: C57BL/6J/Ukj | Sex: Male | age: 9 Months,GSE304754,,age: 9 Mo,mo,GSM9156354,Hippocampus,brain,"Hippocampus, 9 Months, Rep2"
39.111,tissue: Hippocampus | genotype: C57BL/6J/Ukj | Sex: Male | age: 9 Months,GSE304754,,age: 9 Mo,mo,GSM9156355,Hippocampus,brain,"Hippocampus, 9 Months, Rep7"
39.111,tissue: Hippocampus | genotype: C57BL/6J/Ukj | Sex: Male | age: 9 Months,GSE304754,,age: 9 Mo,mo,GSM9156356,Hippocampus,brain,"Hippocampus, 9 Months, Rep8"
39.111,tissue: Hippocampus | genotype: C57BL/6J/Ukj | Sex: Male | age: 9 Months,GSE304754,,age: 9 Mo,mo,GSM9156357,Hippocampus,brain,"Hippocampus, 9 Months, Rep5"
39.111,tissue: Hippocampus | genotype: C57BL/6J/Ukj | Sex: Male | age: 9 Months,GSE304754,,age: 9 Mo,mo,GSM9156358,Hippocampus,brain,"Hippocampus, 9 Months, Rep4"
39.111,tissue: Hippocampus | genotype: C57BL/6J/Ukj | Sex: Male | age: 9 Months,GSE304754,,age: 9 Mo,mo,GSM9156359,Hippocampus,brain,"Hippocampus, 9 Months, Rep11"
39.111,tissue: Hippocampus | genotype: C57BL/6J/Ukj | Sex: Male | age: 9 Months,GSE304754,,age: 9 Mo,mo,GSM9156360,Hippocampus,brain,"Hippocampus, 9 Months, Rep15"
39.111,tissue: Hippocampus | genotype: C57BL/6J/Ukj | Sex: Male | age: 9 Months,GSE304754,,age: 9 Mo,mo,GSM9156361,Hippocampus,brain,"Hippocampus, 9 Months, Rep10"
39.111,tissue: Hippocampus | genotype: C57BL/6J/Ukj | Sex: Male | age: 9 Months,GSE304754,,age: 9 Mo,mo,GSM9156362,Hippocampus,brain,"Hippocampus, 9 Months, Rep16"
39.111,tissue: Hippocampus | genotype: C57BL/6J/Ukj | Sex: Male | age: 9 Months,GSE304754,,age: 9 Mo,mo,GSM9156363,Hippocampus,brain,"Hippocampus, 9 Months, Rep14"
39.111,tissue: Hippocampus | genotype: C57BL/6J/Ukj | Sex: Male | age: 9 Months,GSE304754,,age: 9 Mo,mo,GSM9156364,Hippocampus,brain,"Hippocampus, 9 Months, Rep13"
39.111,tissue: Hippocampus | genotype: C57BL/6J/Ukj | Sex: Male | age: 9 Months,GSE304754,,age: 9 Mo,mo,GSM9156365,Hippocampus,brain,"Hippocampus, 9 Months, Rep12"
65.186,tissue: Hippocampus | genotype: C57BL/6J/Ukj | Sex: Male | age: 15 Months,GSE304754,,age: 15 Mo,mo,GSM9156366,Hippocampus,brain,"Hippocampus, 15 Months, Rep5"
65.186,tissue: Hippocampus | genotype: C57BL/6J/Ukj | Sex: Male | age: 15 Months,GSE304754,,age: 15 Mo,mo,GSM9156367,Hippocampus,brain,"Hippocampus, 15 Months, Rep2"
65.186,tissue: Hippocampus | genotype: C57BL/6J/Ukj | Sex: Male | age: 15 Months,GSE304754,,age: 15 Mo,mo,GSM9156368,Hippocampus,brain,"Hippocampus, 15 Months, Rep6"
65.186,tissue: Hippocampus | genotype: C57BL/6J/Ukj | Sex: Male | age: 15 Months,GSE304754,,age: 15 Mo,mo,GSM9156369,Hippocampus,brain,"Hippocampus, 15 Months, Rep7"
65.186,tissue: Hippocampus | genotype: C57BL/6J/Ukj | Sex: Male | age: 15 Months,GSE304754,,age: 15 Mo,mo,GSM9156370,Hippocampus,brain,"Hippocampus, 15 Months, Rep9"
65.186,tissue: Hippocampus | genotype: C57BL/6J/Ukj | Sex: Male | age: 15 Months,GSE304754,,age: 15 Mo,mo,GSM9156371,Hippocampus,brain,"Hippocampus, 15 Months, Rep4"
65.186,tissue: Hippocampus | genotype: C57BL/6J/Ukj | Sex: Male | age: 15 Months,GSE304754,,age: 15 Mo,mo,GSM9156372,Hippocampus,brain,"Hippocampus, 15 Months, Rep8"
65.186,tissue: Hippocampus | genotype: C57BL/6J/Ukj | Sex: Male | age: 15 Months,GSE304754,,age: 15 Mo,mo,GSM9156373,Hippocampus,brain,"Hippocampus, 15 Months, Rep3"
65.186,tissue: Hippocampus | genotype: C57BL/6J/Ukj | Sex: Male | age: 15 Months,GSE304754,,age: 15 Mo,mo,GSM9156374,Hippocampus,brain,"Hippocampus, 15 Months, Rep1"
65.186,tissue: Hippocampus | genotype: C57BL/6J/Ukj | Sex: Male | age: 15 Months,GSE304754,,age: 15 Mo,mo,GSM9156375,Hippocampus,brain,"Hippocampus, 15 Months, Rep10"
65.186,tissue: Hippocampus | genotype: C57BL/6J/Ukj | Sex: Male | age: 15 Months,GSE304754,,age: 15 Mo,mo,GSM9156376,Hippocampus,brain,"Hippocampus, 15 Months, Rep12"
65.186,tissue: Hippocampus | genotype: C57BL/6J/Ukj | Sex: Male | age: 15 Months,GSE304754,,age: 15 Mo,mo,GSM9156377,Hippocampus,brain,"Hippocampus, 15 Months, Rep11"
65.186,tissue: Hippocampus | genotype: C57BL/6J/Ukj | Sex: Male | age: 15 Months,GSE304754,,age: 15 Mo,mo,GSM9156378,Hippocampus,brain,"Hippocampus, 15 Months, Rep13"
65.186,tissue: Hippocampus | genotype: C57BL/6J/Ukj | Sex: Male | age: 15 Months,GSE304754,,age: 15 Mo,mo,GSM9156379,Hippocampus,brain,"Hippocampus, 15 Months, Rep14"
65.186,tissue: Hippocampus | genotype: C57BL/6J/Ukj | Sex: Male | age: 15 Months,GSE304754,,age: 15 Mo,mo,GSM9156380,Hippocampus,brain,"Hippocampus, 15 Months, Rep15"
65.186,tissue: Hippocampus | genotype: C57BL/6J/Ukj | Sex: Male | age: 15 Months,GSE304754,,age: 15 Mo,mo,GSM9156381,Hippocampus,brain,"Hippocampus, 15 Months, Rep16"
104.297,tissue: Hippocampus | genotype: C57BL/6J/Ukj | Sex: Male | age: 24 Months,GSE304754,,age: 24 Mo,mo,GSM9156382,Hippocampus,brain,"Hippocampus, 24 Months, Rep3"
104.297,tissue: Hippocampus | genotype: C57BL/6J/Ukj | Sex: Male | age: 24 Months,GSE304754,,age: 24 Mo,mo,GSM9156383,Hippocampus,brain,"Hippocampus, 24 Months, Rep1"
104.297,tissue: Hippocampus | genotype: C57BL/6J/Ukj | Sex: Male | age: 24 Months,GSE304754,,age: 24 Mo,mo,GSM9156384,Hippocampus,brain,"Hippocampus, 24 Months, Rep7"
104.297,tissue: Hippocampus | genotype: C57BL/6J/Ukj | Sex: Male | age: 24 Months,GSE304754,,age: 24 Mo,mo,GSM9156385,Hippocampus,brain,"Hippocampus, 24 Months, Rep9"
104.297,tissue: Hippocampus | genotype: C57BL/6J/Ukj | Sex: Male | age: 24 Months,GSE304754,,age: 24 Mo,mo,GSM9156386,Hippocampus,brain,"Hippocampus, 24 Months, Rep8"
104.297,tissue: Hippocampus | genotype: C57BL/6J/Ukj | Sex: Male | age: 24 Months,GSE304754,,age: 24 Mo,mo,GSM9156387,Hippocampus,brain,"Hippocampus, 24 Months, Rep5"
104.297,tissue: Hippocampus | genotype: C57BL/6J/Ukj | Sex: Male | age: 24 Months,GSE304754,,age: 24 Mo,mo,GSM9156388,Hippocampus,brain,"Hippocampus, 24 Months, Rep6"
104.297,tissue: Hippocampus | genotype: C57BL/6J/Ukj | Sex: Male | age: 24 Months,GSE304754,,age: 24 Mo,mo,GSM9156389,Hippocampus,brain,"Hippocampus, 24 Months, Rep2"
104.297,tissue: Hippocampus | genotype: C57BL/6J/Ukj | Sex: Male | age: 24 Months,GSE304754,,age: 24 Mo,mo,GSM9156390,Hippocampus,brain,"Hippocampus, 24 Months, Rep10"
104.297,tissue: Hippocampus | genotype: C57BL/6J/Ukj | Sex: Male | age: 24 Months,GSE304754,,age: 24 Mo,mo,GSM9156391,Hippocampus,brain,"Hippocampus, 24 Months, Rep4"
104.297,tissue: Hippocampus | genotype: C57BL/6J/Ukj | Sex: Male | age: 24 Months,GSE304754,,age: 24 Mo,mo,GSM9156392,Hippocampus,brain,"Hippocampus, 24 Months, Rep14"
104.297,tissue: Hippocampus | genotype: C57BL/6J/Ukj | Sex: Male | age: 24 Months,GSE304754,,age: 24 Mo,mo,GSM9156393,Hippocampus,brain,"Hippocampus, 24 Months, Rep15"
104.297,tissue: Hippocampus | genotype: C57BL/6J/Ukj | Sex: Male | age: 24 Months,GSE304754,,age: 24 Mo,mo,GSM9156394,Hippocampus,brain,"Hippocampus, 24 Months, Rep17"
104.297,tissue: Hippocampus | genotype: C57BL/6J/Ukj | Sex: Male | age: 24 Months,GSE304754,,age: 24 Mo,mo,GSM9156395,Hippocampus,brain,"Hippocampus, 24 Months, Rep16"
104.297,tissue: Hippocampus | genotype: C57BL/6J/Ukj | Sex: Male | age: 24 Months,GSE304754,,age: 24 Mo,mo,GSM9156396,Hippocampus,brain,"Hippocampus, 24 Months, Rep12"
104.297,tissue: Hippocampus | genotype: C57BL/6J/Ukj | Sex: Male | age: 24 Months,GSE304754,,age: 24 Mo,mo,GSM9156397,Hippocampus,brain,"Hippocampus, 24 Months, Rep13"
104.297,tissue: Hippocampus | genotype: C57BL/6J/Ukj | Sex: Male | age: 24 Months,GSE304754,,age: 24 Mo,mo,GSM9156398,Hippocampus,brain,"Hippocampus, 24 Months, Rep11"
121.68,tissue: Hippocampus | genotype: C57BL/6J/Ukj | Sex: Male | age: 28 Months,GSE304754,,age: 28 Mo,mo,GSM9156399,Hippocampus,brain,"Hippocampus, 28 Months, Rep9"
121.68,tissue: Hippocampus | genotype: C57BL/6J/Ukj | Sex: Male | age: 28 Months,GSE304754,,age: 28 Mo,mo,GSM9156400,Hippocampus,brain,"Hippocampus, 28 Months, Rep11"
121.68,tissue: Hippocampus | genotype: C57BL/6J/Ukj | Sex: Male | age: 28 Months,GSE304754,,age: 28 Mo,mo,GSM9156401,Hippocampus,brain,"Hippocampus, 28 Months, Rep10"
121.68,tissue: Hippocampus | genotype: C57BL/6J/Ukj | Sex: Male | age: 28 Months,GSE304754,,age: 28 Mo,mo,GSM9156402,Hippocampus,brain,"Hippocampus, 28 Months, Rep3"
121.68,tissue: Hippocampus | genotype: C57BL/6J/Ukj | Sex: Male | age: 28 Months,GSE304754,,age: 28 Mo,mo,GSM9156403,Hippocampus,brain,"Hippocampus, 28 Months, Rep4"
121.68,tissue: Hippocampus | genotype: C57BL/6J/Ukj | Sex: Male | age: 28 Months,GSE304754,,age: 28 Mo,mo,GSM9156404,Hippocampus,brain,"Hippocampus, 28 Months, Rep5"
121.68,tissue: Hippocampus | genotype: C57BL/6J/Ukj | Sex: Male | age: 28 Months,GSE304754,,age: 28 Mo,mo,GSM9156405,Hippocampus,brain,"Hippocampus, 28 Months, Rep8"
121.68,tissue: Hippocampus | genotype: C57BL/6J/Ukj | Sex: Male | age: 28 Months,GSE304754,,age: 28 Mo,mo,GSM9156406,Hippocampus,brain,"Hippocampus, 28 Months, Rep7"
121.68,tissue: Hippocampus | genotype: C57BL/6J/Ukj | Sex: Male | age: 28 Months,GSE304754,,age: 28 Mo,mo,GSM9156407,Hippocampus,brain,"Hippocampus, 28 Months, Rep6"
121.68,tissue: Hippocampus | genotype: C57BL/6J/Ukj | Sex: Male | age: 28 Months,GSE304754,,age: 28 Mo,mo,GSM9156408,Hippocampus,brain,"Hippocampus, 28 Months, Rep2"
121.68,tissue: Hippocampus | genotype: C57BL/6J/Ukj | Sex: Male | age: 28 Months,GSE304754,,age: 28 Mo,mo,GSM9156409,Hippocampus,brain,"Hippocampus, 28 Months, Rep1"
121.68,tissue: Hippocampus | genotype: C57BL/6J/Ukj | Sex: Male | age: 28 Months,GSE304754,,age: 28 Mo,mo,GSM9156410,Hippocampus,brain,"Hippocampus, 28 Months, Rep17"
121.68,tissue: Hippocampus | genotype: C57BL/6J/Ukj | Sex: Male | age: 28 Months,GSE304754,,age: 28 Mo,mo,GSM9156411,Hippocampus,brain,"Hippocampus, 28 Months, Rep15"
121.68,tissue: Hippocampus | genotype: C57BL/6J/Ukj | Sex: Male | age: 28 Months,GSE304754,,age: 28 Mo,mo,GSM9156412,Hippocampus,brain,"Hippocampus, 28 Months, Rep13"
